time,Bx,By,Bz,Btotal
3.219,-192.75,-3.59,414.30,456.96
3.229,-192.75,-3.61,414.26,456.92
3.239,-192.77,-3.62,414.21,456.88
3.249,-192.72,-3.58,414.25,456.90
3.259,-192.79,-3.57,414.22,456.91
3.269,-192.77,-3.57,414.28,456.94
3.279,-192.73,-3.53,414.31,456.96
3.289,-192.81,-3.52,414.25,456.94
3.299,-192.88,-3.48,414.34,457.05
3.309,-192.90,-3.40,414.19,456.92
3.319,-192.88,-3.33,414.18,456.90
3.329,-192.82,-3.36,414.10,456.80
3.339,-192.84,-3.35,414.08,456.80
3.349,-192.84,-3.36,414.04,456.76
3.359,-192.86,-3.40,413.98,456.71
3.369,-192.89,-3.46,413.88,456.63
3.379,-192.90,-3.51,413.86,456.62
3.389,-192.83,-3.53,413.87,456.60
3.399,-192.81,-3.54,413.81,456.54
3.409,-192.79,-3.58,413.80,456.52
3.419,-192.73,-3.65,413.80,456.50
3.429,-192.66,-3.66,413.78,456.45
3.439,-192.66,-3.61,413.70,456.37
3.449,-192.68,-3.57,413.66,456.35
3.459,-192.73,-3.65,413.65,456.36
3.469,-192.73,-3.59,413.62,456.33
3.479,-192.78,-3.56,413.52,456.27
3.489,-192.76,-3.53,413.52,456.26
3.499,-192.69,-3.50,413.52,456.23
3.509,-192.69,-3.55,413.50,456.20
3.519,-192.71,-3.55,413.48,456.20
3.529,-192.74,-3.53,413.35,456.10
3.539,-192.67,-3.57,413.39,456.09
3.549,-192.67,-3.56,413.38,456.09
3.559,-192.63,-3.56,413.44,456.13
3.569,-192.84,-6.08,412.25,455.16
3.579,-192.84,-6.08,412.17,455.10
3.589,-192.77,-6.14,412.20,455.08
3.599,-192.78,-6.16,412.12,455.02
3.609,-192.83,-6.09,412.11,455.03
3.619,-192.84,-6.09,412.12,455.05
3.629,-192.86,-6.13,412.09,455.03
3.639,-192.86,-6.17,412.05,455.00
3.649,-192.86,-6.13,412.03,454.97
3.659,-192.83,-6.15,411.91,454.85
3.669,-192.80,-6.20,411.82,454.76
3.679,-192.81,-6.23,411.77,454.72
3.689,-192.82,-6.27,411.76,454.71
3.699,-192.80,-6.31,411.68,454.64
3.709,-192.73,-6.29,411.62,454.55
3.719,-192.72,-6.27,411.70,454.61
3.729,-192.76,-6.23,411.64,454.58
3.739,-192.81,-6.15,411.60,454.56
3.749,-192.72,-6.27,411.66,454.58
3.759,-192.70,-6.34,411.57,454.49
3.769,-192.69,-6.38,411.61,454.52
3.779,-192.67,-6.36,411.45,454.37
3.789,-192.60,-6.39,411.43,454.32
3.799,-192.57,-6.48,411.42,454.31
3.809,-192.66,-6.50,411.28,454.22
3.819,-192.59,-6.48,411.36,454.26
3.829,-192.58,-6.42,411.36,454.26
3.839,-192.65,-6.44,411.27,454.20
3.849,-192.67,-6.44,411.16,454.11
3.859,-192.74,-6.44,411.11,454.09
3.869,-192.74,-6.44,411.03,454.02
3.879,-192.73,-6.45,410.96,453.96
3.889,-192.74,-6.42,410.91,453.91
3.899,-192.67,-6.47,410.89,453.87
3.909,-192.61,-6.51,410.91,453.86
3.919,-192.64,-6.50,410.89,453.86
3.929,-192.71,-6.43,410.88,453.87
3.939,-192.71,-6.43,410.85,453.84
3.949,-192.71,-6.49,410.84,453.84
3.959,-192.68,-6.49,410.85,453.84
3.969,-192.67,-8.31,410.75,453.77
3.979,-192.67,-8.28,410.68,453.71
3.989,-192.61,-8.34,410.54,453.55
3.999,-192.55,-8.40,410.53,453.52
4.009,-192.55,-8.44,410.56,453.54
4.019,-192.57,-8.41,410.53,453.53
4.029,-192.59,-8.44,410.56,453.56
4.039,-192.63,-8.45,410.48,453.51
4.049,-192.54,-8.52,410.57,453.55
4.059,-192.57,-8.57,410.48,453.49
4.069,-192.44,-8.58,410.57,453.51
4.079,-192.50,-8.54,410.53,453.50
4.089,-192.54,-8.52,410.55,453.53
4.099,-192.56,-8.53,410.50,453.50
4.109,-192.55,-8.44,410.44,453.44
4.119,-192.50,-8.49,410.52,453.50
4.129,-192.59,-8.48,410.50,453.51
4.139,-192.62,-8.56,410.55,453.57
4.149,-192.60,-8.54,410.48,453.50
4.159,-192.61,-8.60,410.61,453.63
4.169,-192.58,-8.63,410.51,453.52
4.179,-192.48,-8.63,410.48,453.45
4.189,-192.54,-8.58,410.40,453.41
4.199,-192.52,-8.51,410.43,453.42
4.209,-192.61,-8.48,410.33,453.37
4.219,-192.59,-8.49,410.35,453.38
4.229,-192.74,-8.45,410.31,453.40
4.239,-192.74,-8.46,410.34,453.43
4.249,-192.76,-8.43,410.35,453.45
4.259,-192.72,-8.44,410.25,453.34
4.269,-192.63,-8.47,410.33,453.37
4.279,-192.61,-8.51,410.14,453.20
4.288,-192.54,-8.58,410.16,453.19
4.299,-192.51,-8.56,410.14,453.15
4.309,-192.53,-8.51,410.08,453.11
4.319,-192.49,-8.51,410.15,453.15
4.329,-192.48,-8.57,410.16,453.16
4.339,-192.49,-8.57,410.16,453.16
4.349,-192.52,-8.59,410.08,453.10
4.359,-192.43,-8.76,409.99,452.99
4.369,-192.41,-8.77,409.98,452.97
4.379,-192.45,-8.76,409.94,452.95
4.388,-192.44,-8.75,409.96,452.96
4.399,-192.43,-8.77,409.90,452.90
4.409,-192.46,-8.76,409.90,452.91
4.419,-192.43,-8.78,409.86,452.87
4.429,-192.43,-8.85,409.84,452.85
4.439,-192.46,-8.84,409.76,452.79
4.449,-192.38,-8.85,409.78,452.77
4.459,-192.41,-8.82,409.82,452.83
4.468,-192.44,-8.78,409.76,452.79
4.479,-192.44,-8.74,409.64,452.67
4.488,-192.45,-8.80,409.59,452.63
4.499,-192.35,-8.92,409.71,452.70
4.509,-192.35,-8.96,409.61,452.62
4.518,-192.33,-9.00,409.69,452.68
4.528,-192.31,-9.04,409.64,452.62
4.539,-192.23,-9.07,409.60,452.55
4.548,-192.22,-9.12,409.59,452.55
4.559,-192.21,-9.13,409.45,452.41
4.569,-192.22,-9.14,409.45,452.42
4.579,-192.24,-9.13,409.36,452.34
4.588,-192.21,-9.09,409.47,452.43
4.599,-192.24,-9.08,409.39,452.37
4.608,-192.26,-9.07,409.31,452.31
4.619,-192.26,-9.13,409.31,452.31
4.628,-192.18,-9.17,409.25,452.22
4.639,-192.17,-9.22,409.24,452.21
4.649,-192.23,-9.20,409.20,452.20
4.659,-192.25,-9.18,409.16,452.17
4.668,-192.19,-9.20,409.10,452.09
4.679,-192.09,-9.26,409.10,452.05
4.688,-192.03,-9.33,409.09,452.01
4.699,-192.03,-9.38,409.14,452.06
4.708,-192.05,-9.31,409.16,452.08
4.719,-192.15,-9.36,409.20,452.17
4.728,-192.17,-9.40,409.22,452.19
4.739,-192.13,-9.39,409.12,452.08
4.748,-192.10,-9.38,409.17,452.12
4.759,-192.18,-8.77,408.67,451.68
4.768,-192.12,-8.84,408.68,451.68
4.779,-192.11,-8.82,408.68,451.66
4.788,-192.12,-8.77,408.58,451.58
4.799,-192.14,-8.75,408.69,451.69
4.808,-192.19,-8.74,408.62,451.64
4.819,-192.25,-8.77,408.63,451.68
4.828,-192.22,-8.76,408.64,451.68
4.839,-192.20,-8.81,408.56,451.59
4.848,-192.15,-8.90,408.52,451.54
4.859,-192.12,-8.91,408.48,451.49
4.868,-192.11,-8.89,408.52,451.53
4.879,-192.07,-8.98,408.56,451.55
4.888,-192.06,-9.00,408.48,451.47
4.898,-192.05,-8.97,408.41,451.40
4.908,-191.99,-9.07,408.43,451.39
4.918,-191.97,-9.09,408.42,451.38
4.928,-191.96,-9.16,408.37,451.33
4.938,-191.96,-9.17,408.28,451.25
4.948,-191.93,-9.20,408.24,451.20
4.958,-191.92,-9.25,408.19,451.15
4.968,-191.90,-9.27,408.25,451.19
4.978,-191.88,-9.24,408.25,451.19
4.989,-191.93,-9.19,408.05,451.03
4.998,-191.96,-9.13,408.00,451.00
5.008,-192.02,-9.10,407.88,450.91
5.019,-191.92,-9.15,407.87,450.86
5.028,-191.88,-9.15,407.76,450.74
5.039,-191.86,-9.23,407.71,450.69
5.048,-191.86,-9.26,407.65,450.64
5.058,-191.85,-9.28,407.64,450.62
5.068,-191.84,-9.25,407.61,450.59
5.078,-191.85,-9.29,407.62,450.60
5.088,-191.77,-9.36,407.77,450.71
5.098,-191.72,-9.35,407.75,450.67
5.108,-191.70,-9.45,407.77,450.69
5.118,-191.68,-9.44,407.82,450.72
5.128,-191.65,-9.52,407.81,450.70
5.138,-191.68,-9.52,407.74,450.65
5.148,-191.86,-8.56,407.03,450.06
5.158,-191.84,-8.56,406.91,449.95
5.168,-191.93,-8.59,406.86,449.94
5.178,-191.94,-8.68,406.78,449.87
5.188,-191.98,-8.64,406.70,449.82
5.198,-191.96,-8.62,406.63,449.75
5.208,-191.92,-8.65,406.60,449.70
5.218,-191.91,-8.68,406.61,449.70
5.228,-191.88,-8.68,406.54,449.63
5.238,-191.89,-8.66,406.40,449.51
5.248,-191.76,-8.74,406.41,449.47
5.258,-191.71,-8.77,406.31,449.35
5.268,-191.65,-8.79,406.36,449.37
5.278,-191.66,-8.80,406.28,449.30
5.288,-191.65,-8.83,406.30,449.32
5.298,-191.70,-8.75,406.27,449.31
5.308,-191.80,-8.73,406.20,449.29
5.318,-191.82,-8.78,406.18,449.28
5.328,-191.78,-8.83,406.13,449.23
5.338,-191.79,-8.93,406.08,449.18
5.348,-191.81,-9.00,406.02,449.14
5.358,-191.87,-9.03,405.94,449.10
5.368,-191.89,-9.02,405.86,449.03
5.378,-191.90,-8.99,405.83,449.01
5.388,-191.89,-8.98,405.82,448.99
5.398,-191.89,-8.99,405.68,448.86
5.408,-191.86,-9.04,405.56,448.74
5.418,-191.81,-9.08,405.53,448.70
5.428,-191.81,-9.14,405.51,448.68
5.438,-191.78,-9.24,405.52,448.68
5.448,-191.73,-9.34,405.45,448.60
5.458,-191.75,-9.35,405.40,448.55
5.468,-191.67,-9.40,405.38,448.51
5.478,-191.68,-9.41,405.34,448.48
5.488,-191.70,-9.43,405.26,448.42
5.498,-191.70,-9.51,405.28,448.43
5.508,-191.72,-9.47,405.15,448.32
5.518,-191.75,-9.51,405.08,448.27
5.528,-191.75,-9.53,405.10,448.29
5.538,-191.81,-9.48,405.07,448.29
5.548,-192.50,-6.90,403.73,447.32
5.558,-192.53,-6.87,403.63,447.25
5.568,-192.45,-6.95,403.65,447.24
5.578,-192.48,-6.95,403.61,447.21
5.588,-192.46,-6.90,403.74,447.32
5.598,-192.38,-6.86,403.74,447.29
5.608,-192.43,-6.91,403.65,447.22
5.618,-192.37,-7.04,403.73,447.27
5.628,-192.34,-7.05,403.72,447.25
5.638,-192.31,-7.08,403.65,447.18
5.648,-192.39,-7.08,403.55,447.12
5.658,-192.40,-7.08,403.56,447.13
5.668,-192.35,-7.11,403.55,447.11
5.678,-192.34,-7.11,403.48,447.04
5.688,-192.34,-7.14,403.39,446.95
5.698,-192.29,-7.22,403.38,446.93
5.708,-192.26,-7.21,403.44,446.97
5.718,-192.22,-7.18,403.52,447.02
5.728,-192.20,-7.21,403.59,447.08
5.738,-192.15,-7.20,403.42,446.90
5.748,-192.15,-7.25,403.44,446.92
5.758,-192.18,-7.28,403.46,446.95
5.768,-192.21,-7.27,403.39,446.91
5.778,-192.20,-7.36,403.46,446.96
5.788,-192.21,-7.41,403.34,446.86
5.798,-192.17,-7.54,403.37,446.87
5.808,-192.17,-7.52,403.25,446.77
5.818,-192.18,-7.53,403.23,446.75
5.828,-192.12,-7.55,403.26,446.75
5.838,-192.10,-7.57,403.26,446.75
5.848,-192.08,-7.56,403.24,446.72
5.858,-192.11,-7.61,403.17,446.67
5.868,-192.16,-7.65,403.06,446.59
5.878,-192.22,-7.66,402.90,446.47
5.888,-192.32,-7.63,402.80,446.43
5.898,-192.32,-7.62,402.69,446.32
5.908,-192.26,-7.66,402.62,446.23
5.918,-192.27,-7.74,402.53,446.16
5.928,-192.27,-7.79,402.52,446.15
5.938,-192.26,-6.60,401.91,445.58
5.948,-192.27,-6.63,401.85,445.53
5.958,-192.20,-6.75,401.76,445.42
5.968,-192.12,-6.85,401.74,445.37
5.978,-192.11,-6.89,401.70,445.33
5.988,-192.15,-6.89,401.58,445.23
5.998,-192.12,-6.91,401.58,445.22
6.008,-192.10,-6.94,401.48,445.12
6.018,-192.09,-6.97,401.51,445.15
6.028,-192.09,-6.95,401.36,445.01
6.038,-192.09,-6.97,401.30,444.96
6.048,-192.08,-6.98,401.28,444.94
6.058,-192.15,-6.96,401.22,444.91
6.068,-192.12,-6.97,401.30,444.97
6.078,-192.17,-7.00,401.24,444.94
6.088,-192.15,-7.08,401.25,444.94
6.098,-192.15,-7.07,401.21,444.91
6.108,-192.11,-7.18,401.18,444.86
6.118,-192.08,-7.32,401.19,444.86
6.128,-192.07,-7.34,401.07,444.75
6.138,-192.03,-7.34,401.08,444.74
6.148,-192.02,-7.36,401.01,444.67
6.158,-191.96,-7.42,400.96,444.61
6.168,-191.98,-7.41,400.89,444.55
6.178,-191.89,-7.49,400.97,444.58
6.188,-191.87,-7.55,400.95,444.56
6.198,-191.90,-7.58,400.93,444.56
6.208,-191.88,-7.56,400.98,444.59
6.218,-191.89,-7.50,400.93,444.55
6.228,-191.83,-7.54,400.99,444.58
6.238,-191.84,-7.55,400.92,444.52
6.248,-191.85,-7.60,400.90,444.50
6.258,-191.91,-7.64,400.74,444.38
6.268,-191.88,-7.62,400.65,444.29
6.278,-191.87,-7.63,400.63,444.27
6.288,-191.93,-7.61,400.53,444.21
6.298,-191.93,-7.66,400.54,444.22
6.308,-191.84,-7.69,400.45,444.10
6.318,-191.87,-7.65,400.42,444.08
6.328,-191.93,-7.65,400.35,444.05
6.338,-192.22,-6.66,399.82,443.68
6.348,-192.26,-6.68,399.83,443.70
6.358,-192.18,-6.73,399.76,443.60
6.368,-192.05,-6.80,399.68,443.48
6.378,-192.04,-6.84,399.59,443.39
6.388,-192.01,-6.89,399.66,443.45
6.398,-191.97,-6.96,399.66,443.43
6.408,-191.95,-7.07,399.56,443.33
6.418,-191.91,-7.14,399.44,443.21
6.428,-191.96,-7.24,399.51,443.29
6.438,-191.96,-7.28,399.50,443.29
