time,Bx,By,Bz,Btotal
5.459,15.74,-25.43,-67.06,73.42
5.469,15.67,-25.51,-67.19,73.56
5.479,15.64,-25.52,-67.24,73.60
5.489,15.61,-25.55,-67.32,73.68
5.499,15.64,-25.52,-67.37,73.72
5.509,15.64,-25.56,-67.38,73.74
5.519,15.73,-25.62,-67.45,73.85
5.529,15.72,-25.65,-67.58,73.97
5.539,15.70,-25.63,-67.57,73.95
5.549,15.70,-25.72,-67.64,74.05
5.559,15.71,-25.65,-67.65,74.04
5.569,15.66,-25.71,-67.68,74.08
5.579,15.67,-25.76,-67.74,74.15
5.589,15.74,-25.85,-67.77,74.22
5.599,15.76,-25.91,-67.83,74.30
5.609,15.82,-25.96,-67.81,74.31
5.619,15.77,-26.05,-67.87,74.39
5.629,15.67,-26.06,-68.05,74.54
5.639,15.77,-26.22,-68.05,74.61
5.649,15.77,-26.27,-68.17,74.74
5.659,15.80,-26.33,-68.17,74.76
5.669,15.77,-26.39,-68.27,74.87
5.679,15.74,-26.39,-68.34,74.93
5.689,15.84,-26.47,-68.33,74.97
5.699,15.83,-26.50,-68.47,75.11
5.709,15.82,-26.60,-68.52,75.18
5.719,15.73,-26.66,-68.62,75.28
5.729,15.79,-26.76,-68.79,75.48
5.739,15.78,-26.85,-68.93,75.64
5.749,15.84,-26.93,-68.96,75.71
5.759,15.89,-27.00,-69.11,75.88
5.769,15.95,-27.11,-69.26,76.07
5.779,16.04,-27.24,-69.30,76.17
5.789,16.13,-27.33,-69.42,76.33
5.799,16.11,-27.34,-69.53,76.43
5.809,16.07,-27.39,-69.57,76.48
5.819,16.14,-27.54,-69.69,76.65
5.829,16.16,-27.65,-69.88,76.87
5.839,16.15,-27.76,-69.96,76.98
5.849,16.19,-27.88,-70.03,77.10
5.859,16.08,-27.86,-70.16,77.18
5.869,16.07,-27.90,-70.14,77.18
5.879,15.97,-27.96,-70.26,77.29
5.889,15.95,-28.10,-70.25,77.32
5.899,16.08,-28.23,-70.34,77.48
5.908,16.13,-28.29,-70.44,77.60
5.919,16.18,-28.45,-70.46,77.70
5.929,16.16,-28.53,-70.63,77.87
5.939,16.20,-28.62,-70.76,78.03
5.949,16.11,-28.75,-70.88,78.17
5.959,16.14,-28.80,-70.98,78.28
5.969,16.20,-28.93,-71.07,78.43
5.979,16.17,-29.01,-71.12,78.49
5.989,16.11,-29.02,-71.25,78.60
5.999,16.12,-29.07,-71.37,78.73
6.009,16.08,-29.22,-71.57,78.96
6.019,16.16,-29.33,-71.68,79.12
6.029,16.14,-29.48,-71.79,79.27
6.039,16.15,-29.54,-71.88,79.37
6.049,16.15,-29.61,-71.92,79.44
6.059,16.13,-29.73,-72.01,79.55
6.069,16.23,-29.73,-71.97,79.54
6.079,16.23,-29.73,-71.97,79.54
6.089,16.21,-29.76,-71.97,79.55
6.099,16.13,-29.83,-72.00,79.59
6.108,16.10,-29.93,-72.14,79.75
6.119,16.15,-29.97,-72.19,79.81
6.129,16.17,-30.10,-72.30,79.97
6.139,16.20,-30.18,-72.37,80.07
6.149,16.20,-30.23,-72.47,80.18
6.159,16.07,-30.25,-72.53,80.21
6.168,16.02,-30.34,-72.44,80.15
6.179,16.01,-30.40,-72.60,80.32
6.188,16.00,-30.48,-72.61,80.35
6.199,15.99,-30.56,-72.81,80.57
6.209,16.07,-30.64,-72.86,80.66
6.218,16.03,-30.70,-72.91,80.71
6.229,15.94,-30.78,-73.06,80.86
6.239,16.06,-30.89,-73.02,80.90
6.249,16.06,-31.01,-73.14,81.05
6.259,16.14,-31.14,-73.17,81.15
6.269,16.11,-31.19,-73.26,81.24
6.279,16.09,-31.29,-73.31,81.32
6.289,16.11,-31.42,-73.46,81.51
6.299,16.12,-31.49,-73.52,81.59
6.308,16.16,-31.52,-73.54,81.63
6.319,16.17,-31.63,-73.72,81.83
6.329,16.16,-31.73,-73.72,81.87
