time,Bx,By,Bz,Btotal
0.830,-179.38,-226.43,57.01,294.45
0.840,-179.40,-226.44,57.00,294.47
0.850,-179.38,-226.44,56.98,294.45
0.860,-179.47,-226.45,57.00,294.51
0.870,-179.49,-226.48,56.86,294.52
0.880,-179.40,-226.49,56.87,294.48
0.890,-179.40,-226.46,56.94,294.47
0.900,-179.42,-226.45,56.89,294.46
0.910,-179.40,-226.43,56.89,294.43
0.920,-179.41,-226.39,56.87,294.41
0.930,-179.39,-226.45,56.86,294.44
0.940,-179.42,-226.47,56.89,294.48
0.950,-179.41,-226.46,56.87,294.45
0.960,-179.40,-226.46,56.87,294.45
0.970,-179.34,-226.45,56.93,294.42
0.980,-179.36,-226.45,56.98,294.44
0.990,-179.32,-226.48,56.91,294.42
1.000,-179.24,-226.46,57.01,294.38
1.010,-179.29,-226.46,56.99,294.41
1.020,-179.30,-226.47,57.06,294.44
1.030,-179.36,-226.45,56.98,294.44
1.040,-179.31,-226.48,57.05,294.45
1.050,-179.25,-226.47,57.06,294.41
1.060,-179.27,-226.44,57.07,294.39
1.070,-179.20,-226.41,57.18,294.35
1.080,-178.83,-225.61,56.98,293.48
1.090,-178.77,-225.62,57.00,293.44
1.100,-178.83,-225.57,56.98,293.44
1.110,-178.86,-225.57,56.93,293.45
1.119,-178.83,-225.57,57.00,293.45
1.130,-178.85,-225.60,57.07,293.50
1.140,-178.83,-225.61,57.09,293.49
1.150,-178.82,-225.60,57.06,293.47
1.160,-178.78,-225.57,56.98,293.41
1.170,-178.76,-225.63,56.83,293.41
1.180,-178.74,-225.64,56.85,293.42
1.190,-178.77,-225.65,56.86,293.45
1.200,-178.80,-225.61,56.85,293.43
1.210,-178.83,-225.60,56.80,293.43
1.220,-178.87,-225.65,56.78,293.49
1.230,-178.85,-225.63,56.88,293.48
1.240,-178.86,-225.62,56.79,293.46
1.250,-178.79,-225.66,56.95,293.48
1.260,-178.74,-225.64,56.90,293.42
1.270,-178.70,-225.65,56.89,293.41
1.280,-178.77,-225.62,56.81,293.41
1.290,-178.77,-225.59,56.67,293.36
1.300,-178.74,-225.64,56.77,293.40
1.310,-178.76,-225.64,56.81,293.42
1.320,-178.78,-225.60,56.83,293.40
1.330,-178.81,-225.56,56.83,293.40
1.340,-178.82,-225.55,56.84,293.39
1.350,-178.90,-225.50,56.85,293.40
1.360,-178.95,-225.48,56.86,293.43
1.369,-178.95,-225.47,56.91,293.43
1.379,-178.93,-225.46,56.97,293.41
1.390,-178.90,-225.47,57.01,293.42
1.400,-178.89,-225.50,57.01,293.43
1.410,-178.93,-225.47,57.06,293.44
1.420,-178.92,-225.38,57.15,293.38
1.430,-178.91,-225.39,57.22,293.40
1.440,-178.91,-225.44,57.18,293.44
1.450,-178.99,-225.43,57.13,293.46
1.460,-179.01,-225.39,57.11,293.44
1.470,-178.72,-225.15,57.16,293.09
1.479,-178.75,-225.17,57.10,293.12
1.490,-178.72,-225.14,57.18,293.08
1.500,-178.71,-225.16,57.20,293.10
1.510,-178.76,-225.11,57.07,293.06
1.520,-178.86,-225.08,57.03,293.09
1.530,-178.93,-225.11,56.88,293.14
1.540,-178.87,-225.22,56.90,293.19
1.550,-178.86,-225.28,56.81,293.21
1.560,-178.84,-225.30,56.92,293.23
1.569,-178.82,-225.23,56.96,293.17
1.580,-178.82,-225.23,56.95,293.17
1.590,-178.74,-225.23,56.99,293.13
1.600,-178.73,-225.18,57.05,293.10
1.610,-178.70,-225.16,57.14,293.08
1.620,-178.70,-225.14,57.20,293.08
1.630,-178.76,-225.18,57.13,293.13
1.640,-178.79,-225.19,57.11,293.15
1.650,-178.81,-225.16,57.04,293.13
1.660,-178.85,-225.15,57.02,293.15
1.669,-178.84,-225.22,57.05,293.19
1.679,-178.83,-225.29,56.99,293.23
1.690,-178.80,-225.29,56.95,293.20
1.700,-178.79,-225.23,57.00,293.16
1.710,-178.79,-225.18,56.95,293.11
1.719,-178.79,-225.21,57.03,293.15
1.730,-178.78,-225.20,57.04,293.14
1.739,-178.76,-225.20,56.96,293.11
1.750,-178.76,-225.20,57.01,293.12
1.759,-178.79,-225.20,56.91,293.12
1.770,-178.77,-225.29,56.93,293.18
1.779,-178.79,-225.22,56.81,293.12
1.790,-178.77,-225.20,56.82,293.09
1.799,-178.76,-225.23,56.93,293.13
1.810,-178.75,-225.20,56.88,293.09
1.819,-178.71,-225.28,56.94,293.14
1.830,-178.65,-225.31,56.98,293.13
1.839,-178.69,-225.25,56.88,293.09
1.849,-178.72,-225.18,56.86,293.05
1.859,-178.67,-225.23,56.94,293.08
1.869,-175.36,-210.02,57.72,279.63
1.879,-175.37,-209.98,57.66,279.59
1.889,-175.29,-209.97,57.58,279.52
1.899,-175.30,-209.95,57.53,279.50
1.910,-175.34,-209.91,57.50,279.48
1.919,-175.40,-209.87,57.43,279.48
1.930,-175.35,-209.83,57.41,279.42
1.939,-175.36,-209.85,57.34,279.42
1.949,-175.38,-209.84,57.36,279.43
1.959,-175.34,-209.86,57.30,279.40
1.969,-175.36,-209.95,57.20,279.47
1.979,-175.34,-209.95,57.25,279.46
1.989,-175.47,-209.93,57.15,279.51
1.999,-175.46,-209.85,57.16,279.45
2.009,-175.49,-209.73,57.15,279.37
2.019,-175.42,-209.63,57.14,279.25
2.029,-175.37,-209.59,57.14,279.19
2.039,-175.34,-209.61,57.08,279.17
2.049,-175.29,-209.68,57.13,279.21
2.059,-175.25,-209.73,57.09,279.21
2.069,-175.20,-209.76,57.15,279.22
2.079,-175.26,-209.71,57.09,279.21
2.089,-175.29,-209.68,57.03,279.18
2.099,-175.20,-209.66,57.05,279.12
2.109,-175.26,-209.61,57.00,279.11
2.119,-175.27,-209.60,56.99,279.11
2.129,-175.29,-209.62,56.79,279.09
2.139,-175.15,-209.65,56.83,279.03
2.149,-175.14,-209.65,56.75,279.01
2.159,-175.14,-209.66,56.79,279.03
2.169,-175.17,-209.62,56.74,279.01
2.179,-175.26,-209.57,56.75,279.02
2.190,-175.19,-209.53,56.73,278.95
2.199,-175.19,-209.51,56.61,278.90
2.209,-175.12,-209.52,56.63,278.88
2.219,-175.12,-209.59,56.54,278.91
2.229,-175.12,-209.57,56.55,278.90
2.239,-175.17,-209.60,56.51,278.95
2.249,-175.14,-209.67,56.56,278.99
2.259,-174.28,-209.35,55.69,278.04
2.269,-174.29,-209.33,55.68,278.02
2.279,-174.28,-209.40,55.78,278.09
2.289,-174.31,-209.42,55.69,278.10
2.299,-174.29,-209.43,55.70,278.10
2.309,-174.30,-209.51,55.63,278.16
2.319,-174.29,-209.47,55.58,278.11
2.329,-174.31,-209.47,55.61,278.13
2.339,-174.32,-209.43,55.57,278.10
2.349,-174.41,-209.45,55.56,278.16
2.359,-174.45,-209.49,55.52,278.21
2.369,-174.38,-209.48,55.47,278.15
2.379,-174.36,-209.45,55.48,278.12
2.389,-174.34,-209.45,55.45,278.10
2.399,-174.43,-209.49,55.44,278.18
2.409,-174.45,-209.50,55.57,278.23
2.419,-174.44,-209.48,55.59,278.21
2.429,-174.44,-209.45,55.54,278.18
2.439,-174.37,-209.46,55.52,278.14
2.449,-174.39,-209.47,55.50,278.16
2.459,-174.37,-209.47,55.43,278.13
2.469,-174.34,-209.50,55.47,278.14
2.479,-174.37,-209.54,55.45,278.18
2.489,-174.36,-209.46,55.37,278.10
2.499,-174.30,-209.47,55.39,278.07
2.509,-174.33,-209.39,55.25,278.01
2.519,-174.37,-209.42,55.22,278.05
2.529,-174.40,-209.42,55.14,278.05
2.539,-174.37,-209.44,55.19,278.06
2.549,-174.33,-209.50,55.25,278.09
2.559,-174.25,-209.50,55.19,278.03
2.569,-174.19,-209.53,55.25,278.03
2.579,-174.18,-209.53,55.20,278.01
2.589,-174.27,-209.47,55.16,278.01
2.599,-174.27,-209.48,55.03,278.00
2.609,-174.24,-209.52,55.01,278.00
2.619,-174.18,-209.51,55.07,277.97
2.629,-174.18,-209.52,55.08,277.98
2.639,-174.19,-209.55,55.10,278.01
2.649,-174.15,-209.59,55.09,278.01
2.659,-173.92,-209.24,55.17,277.62
2.669,-173.90,-209.20,55.02,277.55
2.679,-173.97,-209.19,54.91,277.56
2.689,-173.92,-209.15,54.94,277.50
2.699,-173.92,-209.20,55.01,277.55
2.709,-173.99,-209.28,55.05,277.67
2.719,-174.00,-209.24,55.08,277.65
2.729,-173.97,-209.20,55.09,277.61
2.739,-173.97,-209.20,54.92,277.57
2.749,-173.99,-209.26,54.95,277.63
2.759,-174.00,-209.16,54.90,277.56
2.769,-174.00,-209.22,54.90,277.60
2.779,-173.92,-209.20,54.88,277.53
2.789,-173.91,-209.18,54.80,277.50
2.799,-173.91,-209.22,54.87,277.54
2.809,-173.91,-209.23,54.84,277.54
2.819,-173.90,-209.22,54.79,277.52
2.829,-173.92,-209.28,54.77,277.57
2.839,-173.94,-209.23,54.74,277.54
2.849,-173.90,-209.21,54.68,277.49
2.859,-173.87,-209.23,54.68,277.49
2.869,-173.84,-209.16,54.63,277.40
2.879,-173.80,-209.14,54.67,277.37
2.889,-173.75,-209.13,54.61,277.32
2.899,-173.78,-209.07,54.55,277.29
2.909,-173.82,-209.08,54.39,277.28
2.919,-173.81,-209.00,54.33,277.20
2.929,-173.80,-209.00,54.34,277.20
2.939,-173.83,-209.02,54.41,277.25
2.949,-173.80,-209.04,54.29,277.22
2.959,-173.78,-209.03,54.18,277.18
2.969,-173.81,-209.07,54.08,277.21
2.979,-173.77,-209.04,54.10,277.17
2.989,-173.75,-209.06,53.93,277.14
2.999,-173.71,-209.05,53.91,277.10
3.009,-173.62,-209.07,53.96,277.07
3.019,-173.64,-209.12,53.88,277.10
3.029,-173.57,-209.19,53.98,277.13
3.039,-173.54,-209.12,53.92,277.05
3.049,-170.60,-205.39,53.34,272.28
3.059,-170.65,-205.37,53.18,272.26
3.069,-170.69,-205.40,53.22,272.32
3.079,-170.74,-205.32,53.14,272.27
3.089,-170.78,-205.30,53.07,272.27
3.099,-170.78,-205.34,53.10,272.31
3.109,-170.74,-205.40,53.11,272.33
3.119,-170.71,-205.40,53.05,272.29
3.129,-170.64,-205.41,53.07,272.26
3.139,-170.61,-205.35,53.04,272.20
3.149,-170.53,-205.35,53.13,272.16
3.159,-170.59,-205.35,53.06,272.19
3.169,-170.67,-205.35,52.96,272.22
3.179,-170.64,-205.27,52.88,272.12
3.189,-170.68,-205.34,52.87,272.20
3.199,-170.64,-205.35,52.94,272.20
3.209,-170.63,-205.42,52.86,272.22
3.219,-170.61,-205.47,52.96,272.27
3.229,-170.62,-205.50,53.00,272.30
3.239,-170.60,-205.54,52.91,272.31
3.249,-170.53,-205.60,52.88,272.30
3.259,-170.57,-205.60,52.81,272.32
3.269,-170.62,-205.57,52.83,272.33
3.279,-170.62,-205.60,52.64,272.31
3.289,-170.62,-205.55,52.60,272.27
3.299,-170.61,-205.56,52.68,272.28
3.309,-170.63,-205.59,52.65,272.32
3.319,-170.63,-205.59,52.61,272.30
3.329,-170.60,-205.62,52.59,272.30
3.339,-170.52,-205.63,52.58,272.27
3.349,-170.47,-205.65,52.57,272.24
3.359,-170.52,-205.69,52.61,272.31
3.369,-170.54,-205.73,52.59,272.35
3.379,-170.51,-205.72,52.62,272.33
3.389,-170.52,-205.77,52.67,272.38
3.399,-170.54,-205.82,52.68,272.44
3.409,-170.46,-205.87,52.60,272.41
3.419,-170.44,-205.87,52.61,272.40
3.429,-170.41,-205.88,52.60,272.38
3.439,-170.46,-205.80,52.49,272.33
3.449,-170.21,-206.22,52.58,272.51
3.459,-170.20,-206.19,52.51,272.47
3.469,-170.21,-206.18,52.45,272.46
3.479,-170.23,-206.11,52.44,272.42
3.489,-170.23,-206.10,52.32,272.39
3.499,-170.20,-206.10,52.26,272.35
3.509,-170.16,-206.17,52.16,272.36
3.519,-170.07,-206.24,52.21,272.37
3.529,-170.05,-206.18,52.19,272.31
3.539,-170.16,-206.18,52.11,272.36
3.549,-170.14,-206.24,52.20,272.42
3.559,-170.13,-206.23,52.13,272.39
3.569,-170.07,-206.22,52.18,272.35
3.579,-170.13,-206.23,52.03,272.36
3.589,-170.09,-206.26,51.90,272.34
3.599,-170.09,-206.28,51.96,272.36
3.609,-170.10,-206.29,51.92,272.36
3.619,-170.13,-206.33,51.89,272.41
3.629,-170.10,-206.37,51.90,272.42
3.639,-170.04,-206.43,51.80,272.42
3.649,-170.04,-206.52,51.87,272.49
3.659,-170.08,-206.48,51.86,272.49
3.669,-170.07,-206.47,51.76,272.46
3.679,-170.06,-206.57,51.73,272.53
3.689,-170.07,-206.60,51.68,272.54
3.699,-170.06,-206.59,51.65,272.52
3.709,-170.10,-206.60,51.59,272.54
3.719,-170.11,-206.62,51.54,272.55
3.729,-170.09,-206.66,51.55,272.57
3.739,-170.06,-206.71,51.55,272.60
3.749,-170.07,-206.74,51.59,272.63
3.759,-170.09,-206.72,51.56,272.63
3.769,-170.05,-206.72,51.52,272.59
3.779,-170.05,-206.73,51.57,272.60
3.789,-170.10,-206.67,51.44,272.56
3.799,-170.11,-206.63,51.52,272.56
3.809,-170.09,-206.70,51.54,272.60
3.819,-170.07,-206.73,51.48,272.60
3.829,-170.07,-206.77,51.48,272.63
3.839,-170.07,-206.80,51.42,272.64
3.849,-167.81,-201.67,51.54,267.37
3.859,-167.79,-201.64,51.49,267.32
3.869,-167.85,-201.60,51.52,267.34
3.879,-167.86,-201.64,51.47,267.37
3.889,-167.83,-201.61,51.48,267.33
3.899,-167.82,-201.65,51.54,267.36
3.909,-167.78,-201.67,51.53,267.36
3.919,-167.78,-201.72,51.59,267.40
3.929,-167.81,-201.70,51.60,267.40
3.939,-167.82,-201.74,51.53,267.42
3.949,-167.79,-201.74,51.47,267.40
3.959,-167.75,-201.81,51.47,267.42
3.969,-167.75,-201.83,51.42,267.43
3.979,-167.67,-201.89,51.48,267.43
3.989,-167.68,-201.92,51.49,267.47
3.999,-167.71,-201.93,51.44,267.48
4.009,-167.73,-201.85,51.46,267.44
4.019,-167.75,-201.83,51.31,267.41
4.029,-167.67,-201.88,51.30,267.39
4.039,-167.67,-201.91,51.24,267.40
4.049,-167.61,-201.91,51.29,267.38
4.059,-167.64,-201.91,51.10,267.36
4.069,-167.67,-201.93,51.18,267.41
4.079,-167.71,-201.92,51.20,267.43
4.089,-167.66,-201.90,51.36,267.42
4.099,-167.65,-201.91,51.28,267.40
4.109,-167.64,-201.92,51.25,267.40
4.119,-167.68,-201.92,51.24,267.42
4.129,-167.68,-201.97,51.20,267.45
4.139,-167.63,-202.03,51.15,267.45
4.149,-167.65,-202.05,51.01,267.46
4.159,-167.67,-202.12,51.01,267.52
4.169,-167.68,-202.14,50.94,267.53
4.179,-167.61,-202.17,50.98,267.52
4.189,-167.58,-202.24,50.94,267.54
4.199,-167.57,-202.26,50.97,267.56
4.209,-167.60,-202.24,51.01,267.57
4.219,-167.58,-202.26,50.90,267.55
4.229,-167.48,-202.32,50.90,267.53
4.239,-167.38,-202.15,50.89,267.34
4.249,-167.39,-202.20,51.03,267.41
4.259,-167.50,-202.20,50.95,267.47
4.269,-167.54,-202.12,50.90,267.42
4.279,-167.46,-202.09,50.92,267.36
4.289,-167.47,-202.14,50.86,267.39
4.299,-167.47,-202.14,50.94,267.40
4.309,-167.43,-202.11,51.00,267.37
4.319,-167.44,-202.09,50.96,267.35
4.329,-167.44,-202.13,50.95,267.37
4.339,-167.50,-202.14,50.91,267.41
4.349,-167.53,-202.19,50.96,267.48
4.359,-167.46,-202.19,51.00,267.44
4.369,-167.44,-202.17,50.95,267.40
4.379,-167.46,-202.20,50.89,267.43
4.389,-167.47,-202.20,50.78,267.41
4.399,-167.47,-202.21,50.70,267.41
4.409,-167.49,-202.34,50.64,267.50
4.419,-167.49,-202.36,50.56,267.50
4.429,-167.47,-202.31,50.56,267.45
4.439,-167.46,-202.29,50.52,267.43
4.449,-167.47,-202.30,50.52,267.44
4.459,-167.44,-202.38,50.53,267.48
4.469,-167.39,-202.40,50.50,267.46
4.479,-167.37,-202.34,50.53,267.41
4.489,-167.41,-202.33,50.44,267.41
4.499,-167.39,-202.35,50.44,267.42
4.509,-167.37,-202.42,50.46,267.45
4.519,-167.42,-202.38,50.38,267.44
4.529,-167.37,-202.41,50.42,267.45
4.539,-167.43,-202.39,50.33,267.45
4.549,-167.41,-202.40,50.41,267.46
4.559,-167.46,-202.37,50.36,267.46
4.569,-167.39,-202.36,50.38,267.41
4.579,-167.35,-202.44,50.35,267.44
4.589,-167.33,-202.44,50.25,267.41
4.599,-167.31,-202.44,50.27,267.40
4.609,-167.38,-202.43,50.25,267.43
4.619,-167.39,-202.44,50.22,267.44
4.629,-167.37,-202.46,50.22,267.44
4.639,-166.95,-200.15,50.16,265.42
4.649,-166.95,-200.07,50.17,265.36
4.659,-166.93,-200.08,50.17,265.36
4.669,-166.86,-200.08,50.16,265.31
4.679,-166.83,-200.16,50.09,265.34
4.689,-166.74,-200.19,50.06,265.31
4.699,-166.74,-200.23,50.06,265.33
4.709,-166.66,-200.20,50.04,265.26
4.719,-166.72,-200.22,49.94,265.28
4.729,-166.74,-200.18,49.93,265.27
4.738,-166.75,-200.19,49.91,265.28
4.748,-166.71,-200.22,49.83,265.26
4.759,-166.68,-200.19,49.87,265.23
4.769,-166.70,-200.19,49.86,265.24
4.778,-166.72,-200.18,49.88,265.25
4.788,-166.75,-200.16,49.78,265.23
4.798,-166.77,-200.20,49.78,265.27
4.809,-166.79,-200.23,49.82,265.32
4.819,-166.77,-200.27,49.77,265.32
4.829,-166.75,-200.33,49.78,265.37
4.839,-166.74,-200.40,49.71,265.40
4.848,-166.76,-200.48,49.71,265.47
4.858,-166.72,-200.46,49.73,265.43
4.869,-166.73,-200.51,49.86,265.50
4.878,-166.76,-200.47,49.93,265.50
4.889,-166.75,-200.41,49.99,265.46
4.899,-166.68,-200.46,49.94,265.44
4.909,-166.62,-200.56,49.87,265.47
4.919,-166.63,-200.61,49.81,265.51
4.929,-166.68,-200.63,49.82,265.55
4.939,-166.67,-200.66,49.82,265.56
4.949,-166.59,-200.67,49.82,265.53
4.958,-166.66,-200.69,49.74,265.56
4.969,-166.68,-200.77,49.64,265.62
4.978,-166.61,-200.83,49.68,265.63
4.988,-166.59,-200.83,49.58,265.60
4.998,-166.57,-200.89,49.61,265.64
5.009,-166.54,-200.88,49.57,265.61
5.018,-166.51,-200.92,49.64,265.62
5.029,-164.95,-196.75,49.42,261.46
5.038,-164.94,-196.74,49.35,261.44
5.048,-164.90,-196.78,49.38,261.44
5.058,-164.81,-196.80,49.33,261.39
5.069,-164.73,-196.78,49.46,261.35
5.078,-164.74,-196.80,49.37,261.36
5.088,-164.78,-196.85,49.32,261.41
5.098,-164.84,-196.86,49.34,261.46
5.108,-164.86,-196.88,49.21,261.46
5.118,-164.78,-196.85,49.19,261.39
5.128,-164.75,-196.84,49.26,261.37
5.138,-164.69,-196.91,49.30,261.40
5.148,-164.68,-196.95,49.24,261.40
5.158,-164.71,-196.87,49.15,261.35
5.168,-164.69,-196.97,49.05,261.40
5.178,-164.66,-197.01,49.01,261.40
5.188,-164.70,-197.01,48.96,261.41
5.198,-164.72,-196.95,48.95,261.37
5.208,-164.73,-196.95,48.92,261.37
5.218,-164.69,-196.91,48.88,261.31
5.229,-164.62,-196.98,48.92,261.33
5.238,-164.58,-197.04,48.81,261.33
5.248,-164.55,-197.11,48.77,261.36
5.258,-164.60,-197.11,48.76,261.39
5.268,-164.63,-197.13,48.70,261.41
5.278,-164.60,-197.13,48.76,261.40
5.288,-164.66,-197.10,48.59,261.39
5.298,-164.69,-197.08,48.68,261.41
5.308,-164.70,-196.99,48.62,261.34
5.318,-164.74,-197.00,48.54,261.35
5.328,-164.69,-197.04,48.49,261.34
5.338,-164.70,-197.03,48.41,261.32
5.348,-164.73,-197.00,48.34,261.31
5.358,-164.81,-196.97,48.32,261.33
5.368,-164.78,-196.98,48.33,261.32
5.378,-164.85,-196.96,48.30,261.35
5.388,-164.87,-196.98,48.32,261.38
5.398,-164.89,-196.98,48.34,261.39
5.409,-164.92,-197.03,48.26,261.44
5.418,-164.93,-197.06,48.26,261.47
5.428,-165.04,-196.15,48.22,260.84
5.438,-165.01,-196.14,48.21,260.81
5.448,-164.99,-196.17,48.16,260.81
5.458,-165.01,-196.25,48.15,260.88
5.468,-165.01,-196.26,48.06,260.87
5.478,-164.95,-196.30,48.04,260.86
5.488,-164.92,-196.32,47.98,260.85
5.498,-164.91,-196.34,47.86,260.84
5.508,-164.86,-196.38,47.77,260.81
5.518,-164.93,-196.36,47.58,260.82
5.528,-164.95,-196.43,47.54,260.87
5.538,-164.95,-196.46,47.51,260.89
5.548,-164.91,-196.51,47.55,260.90
5.558,-164.87,-196.48,47.55,260.86
5.568,-164.86,-196.47,47.50,260.84
5.578,-164.85,-196.46,47.49,260.82
5.588,-164.89,-196.45,47.37,260.82
5.598,-164.86,-196.48,47.49,260.84
5.608,-164.86,-196.55,47.48,260.90
5.618,-164.84,-196.63,47.52,260.95
5.628,-164.82,-196.66,47.56,260.96
5.638,-164.72,-196.68,47.56,260.91
5.648,-164.69,-196.66,47.57,260.88
5.658,-164.72,-196.67,47.52,260.90
5.668,-164.77,-196.66,47.45,260.92
5.678,-164.86,-196.62,47.41,260.93
5.688,-164.82,-196.60,47.37,260.89
5.698,-164.82,-196.60,47.32,260.88
5.708,-164.80,-196.63,47.27,260.88
5.718,-164.87,-196.67,47.21,260.94
5.728,-164.90,-196.67,47.19,260.95
5.738,-164.89,-196.66,47.29,260.96
5.748,-164.91,-196.61,47.29,260.93
5.758,-164.95,-196.53,47.34,260.91
5.768,-165.02,-196.52,47.22,260.93
5.778,-164.98,-196.56,47.15,260.91
5.788,-164.84,-196.75,47.05,260.95
5.798,-164.75,-196.81,47.03,260.94
5.808,-164.77,-196.83,46.91,260.94
5.818,-164.92,-196.19,46.77,260.54
5.828,-164.96,-196.20,46.71,260.56
5.838,-164.87,-196.17,46.67,260.47
5.848,-164.89,-196.21,46.62,260.50
5.858,-164.85,-196.31,46.59,260.55
5.868,-164.86,-196.30,46.58,260.54
5.878,-164.87,-196.30,46.55,260.54
5.888,-164.86,-196.34,46.48,260.55
5.898,-164.89,-196.39,46.36,260.59
5.908,-164.87,-196.39,46.35,260.57
5.918,-164.82,-196.42,46.46,260.58
5.928,-164.79,-196.46,46.57,260.62
5.938,-164.80,-196.49,46.45,260.62
5.948,-164.78,-196.50,46.39,260.61
5.958,-164.76,-196.55,46.31,260.62
5.968,-164.78,-196.57,46.21,260.64
5.978,-164.79,-196.57,46.20,260.64
5.988,-164.80,-196.64,46.09,260.68
5.998,-164.80,-196.67,46.03,260.68
6.008,-164.77,-196.73,46.01,260.71
6.018,-164.77,-196.75,45.95,260.71
6.028,-164.76,-196.80,46.00,260.76
6.038,-164.77,-196.83,45.89,260.76
6.048,-164.67,-196.87,45.92,260.74
6.058,-164.71,-196.90,45.84,260.76
6.068,-164.65,-197.01,45.89,260.82
6.078,-164.61,-196.96,45.77,260.74
6.088,-164.60,-196.93,45.69,260.70
6.098,-164.59,-196.96,45.65,260.71
6.108,-164.59,-196.93,45.61,260.68
6.118,-164.60,-197.01,45.62,260.74
6.128,-164.63,-197.02,45.52,260.75
6.138,-164.57,-196.98,45.56,260.70
6.148,-164.64,-196.99,45.59,260.74
6.158,-164.66,-196.98,45.58,260.75
6.168,-164.57,-197.05,45.65,260.76
6.178,-164.45,-197.11,45.53,260.71
6.188,-164.44,-197.17,45.54,260.75
6.198,-164.50,-197.15,45.47,260.76
6.208,-164.52,-197.18,45.46,260.80
6.218,-164.71,-196.52,45.31,260.39
6.228,-164.71,-196.52,45.31,260.39
6.238,-164.74,-196.45,45.31,260.35
6.248,-164.68,-196.49,45.24,260.34
6.258,-164.65,-196.57,45.25,260.38
6.268,-164.69,-196.58,45.04,260.38
6.278,-164.63,-196.62,44.96,260.35
6.288,-164.59,-196.68,44.85,260.36
6.298,-164.52,-196.77,44.84,260.37
6.308,-164.48,-196.77,44.95,260.37
6.318,-164.45,-196.75,44.99,260.34
6.328,-164.49,-196.79,44.91,260.39
