time,Bx,By,Bz,Btotal
0.560,-228.61,-166.63,102.27,300.81
0.570,-228.55,-166.69,102.22,300.78
0.580,-228.49,-166.74,102.32,300.80
0.590,-228.53,-166.67,102.28,300.78
0.600,-228.51,-166.64,102.37,300.78
0.610,-228.59,-166.66,102.29,300.82
0.620,-228.55,-166.70,102.29,300.81
0.630,-228.58,-166.70,102.37,300.86
0.640,-228.64,-166.74,102.32,300.91
0.650,-228.70,-166.69,102.34,300.93
0.660,-228.74,-166.64,102.38,300.96
0.670,-228.71,-166.58,102.41,300.90
0.680,-228.66,-166.58,102.41,300.87
0.690,-228.63,-166.61,102.43,300.87
0.700,-228.62,-166.62,102.46,300.88
0.710,-228.57,-166.58,102.43,300.81
0.720,-228.57,-166.61,102.41,300.82
0.730,-228.52,-166.61,102.48,300.80
0.740,-228.51,-166.63,102.47,300.81
0.750,-228.59,-166.65,102.35,300.84
0.760,-228.62,-166.68,102.39,300.89
0.770,-228.64,-166.66,102.37,300.88
0.780,-228.60,-166.70,102.45,300.91
0.790,-228.56,-166.73,102.46,300.90
0.800,-228.58,-166.71,102.27,300.83
0.810,-228.55,-166.72,102.29,300.82
0.820,-228.59,-166.75,102.26,300.86
0.830,-228.59,-166.76,102.33,300.89
0.840,-228.60,-166.74,102.38,300.91
0.850,-228.62,-166.70,102.34,300.88
0.860,-228.56,-166.69,102.27,300.80
0.870,-228.57,-166.65,102.15,300.75
0.880,-228.60,-166.63,102.04,300.73
0.890,-228.67,-166.62,102.11,300.79
0.900,-228.59,-166.62,102.21,300.77
0.910,-228.61,-166.67,102.25,300.82
0.920,-228.60,-166.73,102.29,300.87
0.930,-228.63,-166.79,102.35,300.94
0.940,-228.69,-166.80,102.35,300.99
0.950,-228.71,-166.76,102.34,300.98
0.960,-228.67,-166.79,102.32,300.96
0.970,-228.68,-166.79,102.32,300.98
0.980,-228.70,-166.77,102.39,301.00
0.989,-228.70,-166.82,102.42,301.03
1.000,-228.75,-166.85,102.32,301.06
1.010,-228.75,-166.82,102.37,301.05
1.020,-228.74,-166.77,102.46,301.05
1.030,-228.71,-166.78,102.43,301.02
1.040,-228.56,-166.75,102.42,300.89
1.050,-228.59,-166.71,102.26,300.84
1.060,-228.56,-166.76,102.29,300.85
1.070,-228.60,-166.83,102.26,300.91
1.080,-228.57,-166.89,102.28,300.93
1.090,-228.50,-166.89,102.23,300.86
1.100,-228.41,-166.96,102.29,300.85
1.110,-228.57,-166.97,102.14,300.93
1.120,-228.58,-166.98,102.04,300.90
1.130,-228.59,-166.99,102.00,300.90
1.140,-228.57,-166.98,102.07,300.90
1.150,-228.54,-166.91,102.12,300.86
1.160,-228.61,-166.91,102.14,300.92
1.170,-228.67,-166.86,102.22,300.97
1.180,-228.69,-166.84,102.25,300.99
1.189,-228.62,-166.77,102.30,300.90
1.200,-228.63,-166.80,102.29,300.93
1.210,-228.59,-166.75,102.29,300.87
1.220,-228.62,-166.74,102.33,300.89
1.230,-228.55,-166.81,102.38,300.91
1.240,-228.55,-166.84,102.39,300.92
1.250,-228.52,-166.76,102.35,300.85
1.260,-228.58,-166.77,102.33,300.89
1.270,-228.59,-166.77,102.13,300.83
1.280,-228.50,-166.54,102.20,300.65
1.290,-228.49,-166.53,102.11,300.61
1.299,-228.44,-166.52,102.11,300.56
1.309,-228.53,-166.48,102.20,300.64
1.320,-228.58,-166.42,102.16,300.63
1.330,-228.58,-166.47,102.21,300.67
1.340,-228.62,-166.43,102.21,300.69
1.350,-228.59,-166.42,102.15,300.64
1.360,-228.60,-166.38,102.09,300.60
1.369,-228.67,-166.37,102.07,300.64
1.380,-228.74,-166.36,102.06,300.69
1.389,-228.72,-166.29,102.06,300.63
1.399,-228.74,-166.29,102.02,300.64
1.409,-228.70,-166.37,102.08,300.67
1.420,-228.69,-166.44,102.19,300.74
1.429,-228.68,-166.46,102.19,300.74
1.440,-228.61,-166.47,102.18,300.69
1.449,-228.56,-166.55,102.24,300.72
1.460,-228.54,-166.59,102.25,300.73
1.469,-228.55,-166.51,102.25,300.70
1.480,-228.47,-166.56,102.28,300.67
1.490,-228.44,-166.50,102.30,300.62
1.500,-228.43,-166.51,102.21,300.58
1.510,-228.41,-166.53,102.23,300.59
1.519,-228.48,-166.53,102.12,300.60
1.529,-228.54,-166.47,102.13,300.62
1.540,-228.52,-166.51,102.13,300.63
1.549,-228.52,-166.53,102.13,300.64
1.559,-228.60,-166.51,102.19,300.71
1.569,-228.66,-166.50,102.09,300.72
1.579,-228.56,-166.52,102.15,300.67
1.589,-228.57,-166.54,102.18,300.70
1.599,-228.55,-166.54,102.27,300.72
1.610,-228.50,-166.63,102.22,300.71
1.619,-228.49,-166.62,102.15,300.68
1.629,-228.49,-166.56,102.17,300.65
1.639,-228.47,-166.55,102.16,300.62
1.649,-228.46,-166.56,102.14,300.62
1.659,-228.46,-166.54,102.16,300.61
1.669,-228.51,-166.47,102.19,300.62
1.679,-228.49,-166.43,102.21,300.60
1.689,-228.50,-166.48,102.18,300.61
1.700,-228.50,-166.54,102.23,300.66
1.709,-228.45,-166.65,102.20,300.67
1.719,-228.44,-166.71,102.19,300.70
1.729,-228.47,-166.65,102.17,300.68
1.739,-228.46,-166.64,102.21,300.68
1.749,-228.46,-166.57,102.10,300.60
1.759,-228.43,-166.63,102.15,300.64
1.769,-228.50,-166.57,102.10,300.64
1.779,-228.52,-166.55,102.00,300.61
1.789,-228.53,-166.55,102.02,300.62
1.799,-228.46,-166.54,101.97,300.55
1.809,-228.42,-166.60,102.08,300.59
1.819,-228.38,-166.55,101.98,300.50
1.829,-228.46,-166.54,102.00,300.55
1.839,-228.39,-166.61,102.04,300.55
1.849,-228.39,-166.68,102.09,300.61
1.859,-228.39,-166.66,102.06,300.59
1.869,-228.36,-166.60,102.08,300.54
1.879,-228.37,-166.55,102.11,300.53
1.889,-228.40,-166.61,102.06,300.57
1.899,-228.41,-166.64,102.03,300.58
1.909,-228.41,-166.65,102.08,300.60
1.919,-228.36,-166.64,102.11,300.57
1.929,-228.37,-166.67,102.11,300.60
1.939,-228.36,-166.64,102.06,300.56
1.949,-228.43,-166.64,102.05,300.61
1.959,-228.53,-166.63,102.07,300.68
1.969,-228.53,-166.57,102.08,300.65
1.979,-228.52,-166.57,102.11,300.66
1.989,-228.55,-166.51,102.10,300.64
1.999,-228.66,-166.45,102.11,300.69
2.009,-228.62,-166.42,102.12,300.65
2.019,-228.56,-166.42,102.02,300.57
2.029,-228.45,-166.46,102.06,300.53
2.039,-228.45,-166.47,101.90,300.47
2.049,-228.41,-166.50,101.86,300.45
2.059,-228.32,-166.57,101.77,300.39
2.069,-225.66,-155.50,101.82,292.35
2.079,-225.66,-155.48,101.91,292.37
2.089,-225.64,-155.38,101.89,292.30
2.099,-225.61,-155.37,101.99,292.30
2.109,-225.58,-155.41,101.93,292.28
2.119,-225.54,-155.44,102.03,292.30
2.129,-225.58,-155.42,102.03,292.32
2.139,-225.58,-155.32,102.02,292.27
2.149,-225.58,-155.29,102.13,292.29
2.160,-225.57,-155.29,102.06,292.25
2.169,-225.52,-155.29,102.06,292.22
2.179,-225.48,-155.27,101.96,292.15
2.189,-225.49,-155.33,102.09,292.22
2.199,-225.54,-155.29,102.06,292.23
2.209,-225.55,-155.29,102.03,292.23
2.219,-225.51,-155.32,102.03,292.22
2.229,-225.56,-155.28,102.01,292.22
2.239,-225.54,-155.22,102.14,292.22
2.249,-225.61,-155.20,102.08,292.24
2.259,-225.57,-155.16,102.02,292.17
2.269,-225.63,-155.18,101.89,292.18
2.279,-225.71,-155.12,101.86,292.20
2.289,-225.75,-155.02,101.86,292.18
2.299,-225.77,-155.04,101.83,292.20
2.309,-225.73,-155.04,101.82,292.17
2.319,-225.78,-154.94,101.64,292.09
2.329,-225.80,-154.94,101.70,292.12
2.339,-225.80,-154.92,101.72,292.11
2.349,-225.79,-154.96,101.64,292.10
2.359,-225.78,-154.96,101.64,292.10
2.369,-225.84,-154.97,101.57,292.12
2.379,-225.86,-154.93,101.55,292.11
2.389,-225.85,-154.91,101.49,292.07
2.399,-225.83,-154.92,101.46,292.05
2.409,-225.85,-154.93,101.51,292.09
2.419,-225.79,-154.86,101.53,292.01
2.429,-225.79,-154.81,101.55,291.99
2.439,-225.75,-154.79,101.52,291.94
2.449,-225.72,-154.86,101.57,291.97
2.459,-225.77,-154.83,101.47,291.96
2.469,-225.45,-152.32,100.48,290.05
2.479,-225.42,-152.32,100.41,290.00
2.489,-225.45,-152.39,100.37,290.04
2.499,-225.50,-152.39,100.30,290.06
2.509,-225.60,-152.40,100.27,290.13
2.519,-225.59,-152.39,100.18,290.09
2.529,-225.63,-152.49,100.25,290.19
2.539,-225.56,-152.47,100.37,290.17
2.549,-225.60,-152.51,100.35,290.21
2.559,-225.55,-152.53,100.42,290.21
2.569,-225.57,-152.55,100.43,290.24
2.579,-225.56,-152.62,100.40,290.26
2.589,-225.52,-152.72,100.36,290.27
2.599,-225.55,-152.73,100.29,290.27
2.609,-225.51,-152.75,100.39,290.29
2.619,-225.52,-152.76,100.27,290.25
2.629,-225.49,-152.72,100.21,290.19
2.639,-225.51,-152.66,100.20,290.17
2.649,-225.51,-152.62,100.12,290.12
2.659,-225.50,-152.61,100.09,290.10
2.669,-225.50,-152.60,100.09,290.10
2.679,-225.44,-152.64,100.12,290.08
2.689,-225.30,-152.62,100.16,289.97
2.699,-225.27,-152.64,100.13,289.95
2.709,-225.32,-152.65,100.10,289.98
2.719,-225.30,-152.59,100.09,289.94
2.729,-225.30,-152.61,100.15,289.96
2.739,-225.28,-152.66,100.26,290.01
2.749,-225.34,-152.63,100.27,290.05
2.759,-225.35,-152.61,100.28,290.05
2.769,-225.32,-152.60,100.24,290.01
2.779,-225.33,-152.59,100.10,289.96
2.789,-225.27,-152.56,100.12,289.91
2.799,-225.28,-152.58,100.04,289.90
2.809,-225.20,-152.68,100.21,289.95
2.819,-225.24,-152.67,100.07,289.92
2.829,-225.24,-152.65,100.05,289.91
2.839,-225.19,-152.63,99.99,289.83
2.849,-225.16,-152.69,99.90,289.82
2.859,-225.26,-153.83,99.86,290.48
2.869,-225.28,-153.81,99.80,290.46
2.879,-225.32,-153.76,99.81,290.47
2.889,-225.37,-153.70,99.83,290.49
2.899,-225.36,-153.75,99.80,290.49
2.909,-225.37,-153.78,99.69,290.48
2.919,-225.31,-153.77,99.66,290.42
2.929,-225.36,-153.78,99.61,290.45
2.939,-225.36,-153.74,99.54,290.40
2.949,-225.34,-153.72,99.54,290.37
2.959,-225.30,-153.71,99.48,290.31
2.969,-225.26,-153.77,99.45,290.30
2.979,-225.18,-153.84,99.46,290.29
2.989,-225.09,-153.83,99.43,290.20
2.999,-225.12,-153.78,99.32,290.16
3.009,-225.19,-153.72,99.30,290.18
3.019,-225.18,-153.70,99.26,290.15
3.029,-225.20,-153.71,99.25,290.16
3.039,-225.16,-153.74,99.23,290.14
3.049,-225.11,-153.74,99.24,290.10
3.059,-225.06,-153.82,99.28,290.12
3.069,-225.11,-153.82,99.12,290.10
3.079,-225.09,-153.84,99.14,290.10
3.089,-225.09,-153.77,99.05,290.04
3.099,-225.06,-153.76,99.06,290.01
3.109,-225.13,-153.70,99.07,290.04
3.119,-225.14,-153.66,98.95,289.99
3.129,-225.07,-153.72,99.02,289.98
3.139,-225.06,-153.81,98.92,289.99
3.149,-225.05,-153.85,98.85,289.98
3.159,-225.08,-153.84,98.81,289.99
3.169,-225.06,-153.84,98.83,289.98
3.179,-225.08,-153.80,98.83,289.97
3.189,-225.06,-153.81,98.79,289.94
3.199,-225.10,-153.85,98.80,290.00
3.209,-225.11,-153.80,98.89,290.02
3.219,-225.12,-153.84,98.94,290.06
3.229,-225.10,-153.82,98.99,290.05
3.239,-225.06,-153.85,98.90,290.00
3.249,-225.04,-153.78,98.82,289.92
3.259,-225.27,-155.33,98.54,290.83
3.269,-225.20,-155.36,98.54,290.80
3.279,-225.21,-155.39,98.49,290.80
3.289,-225.20,-155.39,98.53,290.81
3.299,-225.19,-155.37,98.36,290.73
3.309,-225.15,-155.44,98.35,290.73
3.319,-225.26,-155.43,98.30,290.80
3.329,-225.31,-155.36,98.22,290.77
3.339,-225.28,-155.40,98.28,290.79
3.349,-225.27,-155.43,98.30,290.81
3.359,-225.27,-155.46,98.26,290.81
3.369,-225.25,-155.46,98.21,290.78
3.379,-225.28,-155.46,98.16,290.79
3.389,-225.21,-155.44,98.15,290.72
3.399,-225.14,-155.42,98.15,290.65
3.409,-225.18,-155.45,98.12,290.69
3.419,-225.15,-155.52,98.13,290.70
3.429,-225.14,-155.59,98.09,290.72
3.439,-225.15,-155.66,97.97,290.72
3.449,-225.15,-155.65,97.89,290.69
3.459,-225.12,-155.61,97.85,290.63
3.469,-225.11,-155.60,97.80,290.60
3.479,-225.11,-155.59,97.75,290.58
3.489,-225.10,-155.59,97.82,290.60
3.499,-225.12,-155.58,97.71,290.57
3.509,-225.12,-155.60,97.60,290.54
3.519,-225.08,-155.61,97.62,290.52
3.529,-225.08,-155.57,97.46,290.45
3.539,-225.05,-155.60,97.51,290.46
3.549,-225.09,-155.66,97.42,290.50
3.559,-225.05,-155.69,97.35,290.46
3.569,-225.07,-155.68,97.33,290.46
3.579,-225.08,-155.69,97.33,290.47
3.589,-225.01,-155.68,97.45,290.45
3.599,-225.05,-155.64,97.38,290.43
3.609,-224.93,-155.68,97.41,290.37
3.619,-224.83,-155.72,97.26,290.27
3.629,-224.89,-155.74,97.19,290.30
3.639,-224.90,-155.75,97.21,290.33
3.649,-224.99,-158.62,97.32,291.98
3.659,-225.02,-158.63,97.15,291.95
3.669,-224.94,-158.64,97.07,291.87
3.679,-225.00,-158.63,97.05,291.91
3.689,-225.02,-158.66,97.06,291.94
3.699,-225.02,-158.67,97.02,291.93
3.709,-225.03,-158.68,96.92,291.91
3.719,-225.01,-158.74,96.93,291.93
3.729,-224.97,-158.77,96.97,291.93
3.739,-224.89,-158.78,96.94,291.86
3.749,-224.87,-158.80,96.82,291.82
3.759,-224.83,-158.91,96.85,291.86
3.769,-224.86,-158.92,96.73,291.85
3.779,-224.88,-158.93,96.69,291.86
3.789,-224.86,-158.95,96.63,291.83
3.799,-224.89,-158.95,96.55,291.82
3.809,-224.82,-158.94,96.64,291.79
3.819,-224.85,-158.94,96.50,291.78
3.829,-224.88,-159.01,96.51,291.84
3.839,-224.89,-158.97,96.51,291.82
3.849,-224.86,-158.94,96.57,291.80
3.859,-224.92,-159.01,96.61,291.90
3.869,-224.91,-159.00,96.56,291.87
3.879,-224.89,-159.07,96.41,291.84
3.889,-224.85,-159.06,96.34,291.78
3.899,-224.87,-158.99,96.28,291.75
3.909,-224.92,-159.03,96.35,291.82
3.919,-224.93,-158.99,96.35,291.82
3.929,-224.89,-158.99,96.38,291.80
3.939,-224.81,-159.05,96.36,291.75
3.949,-224.82,-158.99,96.30,291.72
3.959,-224.84,-159.01,96.32,291.74
3.969,-224.89,-159.08,96.24,291.79
3.979,-224.85,-159.10,96.24,291.78
3.989,-224.87,-159.10,96.28,291.81
3.999,-224.91,-159.06,96.19,291.78
4.009,-224.84,-159.14,96.16,291.76
4.019,-224.82,-159.13,96.11,291.72
4.029,-224.88,-159.19,96.05,291.78
4.039,-224.81,-159.24,96.07,291.77
4.049,-224.59,-159.41,95.91,291.64
4.059,-224.52,-159.45,95.94,291.61
4.069,-224.57,-159.47,95.83,291.62
4.079,-224.57,-159.51,95.92,291.68
4.089,-224.56,-159.55,95.99,291.72
4.099,-224.48,-159.64,95.96,291.70
4.109,-224.44,-159.68,95.93,291.67
4.119,-224.43,-159.70,95.74,291.61
4.129,-224.38,-159.75,95.77,291.61
4.139,-224.38,-159.73,95.67,291.57
4.149,-224.40,-159.81,95.68,291.63
4.159,-224.43,-159.82,95.65,291.65
4.169,-224.40,-159.74,95.64,291.58
4.179,-224.38,-159.77,95.68,291.59
4.189,-224.36,-159.79,95.59,291.56
4.199,-224.37,-159.82,95.63,291.60
4.209,-224.35,-159.86,95.47,291.55
4.219,-224.29,-159.94,95.53,291.57
4.229,-224.17,-159.96,95.42,291.45
4.239,-224.12,-160.07,95.41,291.47
4.249,-224.10,-160.08,95.42,291.46
4.259,-224.13,-160.03,95.29,291.42
4.269,-224.13,-160.00,95.30,291.41
4.279,-224.21,-159.94,95.21,291.40
4.289,-224.21,-159.93,95.28,291.42
4.299,-224.21,-159.99,95.27,291.45
4.309,-224.19,-160.04,95.26,291.46
4.319,-224.17,-160.08,95.13,291.43
4.329,-224.16,-160.04,95.00,291.35
4.339,-224.14,-159.97,94.94,291.27
4.349,-224.19,-159.93,94.95,291.30
4.359,-224.24,-159.97,94.87,291.33
4.369,-224.22,-160.05,94.81,291.34
4.379,-224.18,-160.12,94.77,291.34
4.389,-224.14,-160.09,94.81,291.31
4.399,-224.19,-160.09,94.91,291.37
4.408,-224.20,-160.05,94.85,291.34
4.419,-224.23,-160.14,94.78,291.39
4.429,-224.25,-160.15,94.75,291.40
4.438,-224.54,-158.76,94.64,290.83
4.449,-224.52,-158.73,94.58,290.77
4.459,-224.53,-158.79,94.49,290.78
4.469,-224.52,-158.84,94.50,290.81
4.479,-224.51,-158.88,94.50,290.82
4.489,-224.52,-158.93,94.42,290.83
4.499,-224.54,-158.93,94.41,290.85
4.509,-224.56,-158.95,94.31,290.84
4.518,-224.54,-159.06,94.20,290.85
4.529,-224.51,-159.06,94.26,290.85
4.539,-224.50,-159.08,94.19,290.82
4.549,-224.47,-159.14,94.07,290.80
4.559,-224.45,-159.19,94.09,290.81
4.568,-224.46,-159.19,93.99,290.79
4.578,-224.35,-159.20,94.00,290.72
4.589,-224.38,-159.24,93.92,290.73
4.599,-224.32,-159.22,93.92,290.67
4.608,-224.34,-159.16,93.96,290.67
4.619,-224.35,-159.14,93.86,290.63
4.628,-224.36,-159.18,93.74,290.63
4.639,-224.38,-159.26,93.71,290.68
4.649,-224.39,-159.29,93.77,290.72
4.659,-224.38,-159.29,93.76,290.71
4.668,-224.32,-159.33,93.73,290.67
4.679,-224.34,-159.38,93.68,290.70
4.689,-224.39,-159.32,93.63,290.69
4.699,-224.41,-159.33,93.62,290.70
4.709,-224.38,-159.29,93.64,290.67
4.718,-224.41,-159.28,93.63,290.68
4.728,-224.39,-159.32,93.57,290.67
4.739,-224.41,-159.36,93.61,290.72
4.749,-224.42,-159.44,93.50,290.73
4.758,-224.40,-159.49,93.46,290.74
4.768,-224.41,-159.54,93.42,290.76
4.778,-224.40,-159.51,93.35,290.71
4.788,-224.35,-159.48,93.37,290.66
4.798,-224.37,-159.47,93.21,290.63
4.808,-224.21,-159.58,93.28,290.58
4.818,-224.22,-159.67,93.27,290.63
4.828,-224.19,-159.72,93.27,290.64
4.839,-224.31,-157.66,93.06,289.54
4.848,-224.34,-157.63,92.97,289.52
4.858,-224.34,-157.58,92.85,289.45
4.868,-224.37,-157.55,92.81,289.44
4.879,-224.36,-157.62,92.80,289.47
4.888,-224.35,-157.68,92.89,289.52
4.898,-224.29,-157.83,92.86,289.55
4.908,-224.22,-157.90,92.82,289.52
4.918,-224.20,-157.92,92.84,289.52
4.928,-224.33,-157.81,92.78,289.54
4.939,-224.38,-157.75,92.61,289.49
4.948,-224.41,-157.78,92.60,289.53
4.959,-224.38,-157.79,92.59,289.52
4.968,-224.36,-157.86,92.59,289.53
4.979,-224.29,-157.85,92.52,289.45
4.988,-224.23,-157.88,92.55,289.43
4.999,-224.19,-157.96,92.45,289.41
5.008,-224.14,-158.03,92.37,289.39
5.018,-224.16,-157.99,92.33,289.37
5.028,-224.25,-157.91,92.22,289.35
5.039,-224.19,-157.95,92.32,289.36
5.048,-224.24,-157.96,92.28,289.40
5.058,-224.27,-157.95,92.32,289.43
5.068,-224.26,-158.01,92.17,289.40
5.078,-224.33,-158.04,92.02,289.43
5.088,-224.28,-158.02,92.01,289.38
5.098,-224.26,-158.00,91.99,289.34
5.108,-224.25,-158.04,92.08,289.38
5.118,-224.31,-158.03,92.05,289.42
5.128,-224.27,-158.04,92.07,289.40
5.139,-224.23,-158.03,92.07,289.36
5.148,-224.22,-158.05,92.05,289.36
5.158,-224.22,-158.12,91.93,289.36
5.168,-224.23,-158.10,91.85,289.33
5.178,-224.26,-158.10,91.76,289.32
5.188,-224.32,-158.13,91.71,289.37
5.198,-224.36,-158.07,91.68,289.36
5.208,-224.34,-158.08,91.61,289.33
5.218,-224.27,-158.17,91.63,289.33
5.228,-224.51,-156.58,91.51,288.61
5.239,-224.45,-156.61,91.56,288.60
5.248,-224.32,-156.68,91.59,288.54
5.258,-224.32,-156.74,91.51,288.55
5.268,-224.32,-156.76,91.53,288.56
5.278,-224.33,-156.76,91.43,288.54
5.288,-224.32,-156.77,91.41,288.54
5.298,-224.34,-156.76,91.36,288.53
5.308,-224.36,-156.78,91.29,288.53
5.318,-224.34,-156.77,91.36,288.54
5.328,-224.44,-156.76,91.28,288.58
5.338,-224.45,-156.81,91.30,288.62
5.348,-224.44,-156.95,91.30,288.69
5.358,-224.41,-156.97,91.21,288.65
5.368,-224.36,-156.99,91.06,288.58
5.378,-224.39,-156.96,91.09,288.59
5.388,-224.38,-157.01,91.13,288.62
5.398,-224.32,-157.00,91.06,288.55
5.408,-224.32,-157.04,91.06,288.57
5.418,-224.32,-157.08,91.03,288.58
5.428,-224.26,-157.12,91.00,288.54
5.438,-224.24,-157.14,91.02,288.55
5.448,-224.29,-157.13,91.00,288.58
5.458,-224.31,-157.06,90.98,288.55
5.468,-224.23,-157.10,90.93,288.49
5.478,-224.24,-157.13,90.92,288.51
5.488,-224.19,-157.12,90.90,288.46
5.498,-224.20,-157.12,90.83,288.45
5.508,-224.22,-157.16,90.91,288.51
5.518,-224.31,-157.15,90.88,288.56
5.528,-224.38,-157.16,90.81,288.61
5.538,-224.32,-157.17,90.84,288.57
5.548,-224.30,-157.19,90.74,288.54
5.558,-224.22,-157.28,90.77,288.54
5.568,-224.29,-157.30,90.63,288.55
5.578,-224.32,-157.24,90.78,288.59
5.588,-224.31,-157.23,90.83,288.59
5.598,-224.33,-157.23,90.78,288.60
5.608,-224.30,-157.32,90.82,288.63
5.618,-224.33,-157.40,90.66,288.65
5.628,-224.29,-156.69,90.56,288.19
5.638,-224.28,-156.65,90.53,288.16
5.648,-224.29,-156.56,90.49,288.11
5.658,-224.29,-156.58,90.41,288.09
5.668,-224.23,-156.60,90.46,288.07
5.678,-224.20,-156.67,90.48,288.10
5.688,-224.13,-156.68,90.46,288.03
5.698,-224.11,-156.69,90.45,288.02
5.708,-224.06,-156.71,90.38,287.98
5.718,-224.04,-156.72,90.29,287.94
5.728,-224.05,-156.78,90.27,287.97
5.738,-224.00,-156.80,90.27,287.94
5.748,-224.01,-156.82,90.23,287.95
5.758,-224.01,-156.88,90.15,287.96
5.768,-224.02,-156.93,90.22,288.02
5.778,-224.10,-156.97,90.04,288.04
5.788,-224.08,-157.08,90.06,288.09
5.798,-223.99,-157.14,89.97,288.03
5.808,-223.93,-157.23,89.91,288.01
5.818,-223.94,-157.27,89.86,288.03
5.828,-223.99,-157.28,89.79,288.05
5.838,-223.99,-157.28,89.74,288.03
5.848,-223.94,-157.29,89.67,287.98
5.858,-223.91,-157.30,89.62,287.95
5.868,-223.93,-157.29,89.56,287.94
5.878,-223.95,-157.35,89.55,287.98
5.888,-223.94,-157.34,89.53,287.96
5.898,-223.96,-157.29,89.46,287.92
5.908,-224.00,-157.34,89.44,287.98
5.918,-223.99,-157.44,89.38,288.01
5.928,-224.02,-157.46,89.32,288.02
5.938,-223.95,-157.49,89.22,287.95
5.948,-223.95,-157.57,89.27,288.01
5.958,-223.87,-157.65,89.30,288.00
5.968,-223.79,-157.68,89.23,287.94
5.978,-223.76,-157.69,89.24,287.92
5.988,-223.78,-157.73,89.24,287.96
5.998,-223.84,-157.72,89.22,287.99
6.008,-223.92,-157.66,89.05,287.97
6.018,-223.94,-157.66,89.06,287.99
6.028,-224.00,-156.75,88.88,287.48
6.038,-223.97,-156.83,88.81,287.48
6.048,-223.96,-156.89,88.80,287.51
6.058,-223.98,-156.89,88.82,287.52
6.068,-223.98,-156.95,88.88,287.57
6.078,-224.02,-156.98,88.77,287.59
6.088,-223.98,-157.03,88.82,287.60
6.098,-224.03,-157.05,88.63,287.59
6.108,-223.96,-157.07,88.65,287.56
6.118,-223.96,-157.05,88.59,287.52
6.128,-223.96,-157.09,88.65,287.56
6.138,-223.96,-157.14,88.68,287.61
6.148,-223.99,-157.20,88.53,287.61
6.158,-223.92,-157.25,88.65,287.63
6.168,-223.98,-157.18,88.55,287.60
6.178,-223.94,-157.25,88.55,287.61
6.188,-223.95,-157.28,88.51,287.62
6.198,-223.93,-157.26,88.52,287.59
6.208,-223.89,-157.21,88.51,287.53
6.218,-223.95,-157.19,88.43,287.54
6.228,-224.01,-157.24,88.36,287.60
6.238,-223.93,-157.30,88.37,287.58
6.248,-223.99,-157.34,88.26,287.61
6.258,-223.95,-157.34,88.28,287.58
6.268,-223.93,-157.33,88.28,287.56
6.278,-223.96,-157.34,88.15,287.54
6.288,-223.90,-157.39,88.17,287.54
6.298,-223.98,-157.46,88.08,287.60
6.308,-223.94,-157.50,88.12,287.61
6.318,-223.95,-157.52,88.02,287.60
6.328,-223.98,-157.54,87.96,287.62
