time,Bx,By,Bz,Btotal
3.429,-233.83,-58.70,188.39,305.96
3.439,-233.80,-58.74,188.38,305.94
3.449,-233.77,-58.80,188.30,305.88
3.459,-233.76,-58.80,188.29,305.86
3.469,-233.70,-58.80,188.32,305.84
3.479,-233.64,-58.81,188.28,305.77
3.489,-233.62,-58.77,188.28,305.75
3.499,-233.68,-58.76,188.25,305.77
3.509,-233.73,-58.77,188.10,305.72
3.519,-233.77,-58.75,188.06,305.72
3.529,-233.76,-58.72,187.98,305.66
3.539,-233.78,-58.76,187.98,305.69
3.549,-233.72,-58.80,187.94,305.62
3.559,-233.75,-58.85,187.92,305.64
3.569,-233.76,-58.87,187.84,305.60
3.579,-233.83,-58.82,187.77,305.61
3.589,-233.89,-58.75,187.63,305.55
3.599,-233.84,-58.78,187.65,305.54
3.609,-233.86,-58.87,187.53,305.48
3.619,-233.79,-58.94,187.63,305.51
3.629,-233.75,-59.01,187.59,305.47
3.639,-233.76,-58.97,187.51,305.42
3.649,-233.69,-58.99,187.47,305.35
3.659,-233.67,-58.96,187.31,305.22
3.669,-233.64,-59.01,187.36,305.25
3.679,-233.62,-58.99,187.19,305.12
3.689,-233.66,-58.90,187.18,305.13
3.699,-233.68,-58.90,187.12,305.10
3.709,-233.58,-58.98,187.10,305.03
3.719,-233.61,-59.06,187.09,305.07
3.729,-233.59,-59.03,187.06,305.03
3.739,-233.59,-59.02,187.01,304.99
3.749,-233.63,-59.00,186.91,304.96
3.759,-233.65,-58.97,186.82,304.92
3.769,-233.70,-58.96,186.78,304.93
3.779,-233.67,-58.92,186.76,304.88
3.789,-233.89,-62.23,186.54,305.57
3.799,-233.89,-62.25,186.47,305.54
3.809,-233.88,-62.22,186.54,305.56
3.819,-233.91,-62.25,186.65,305.66
3.829,-233.88,-62.17,186.59,305.58
3.839,-233.88,-62.20,186.73,305.68
3.849,-233.89,-62.23,186.72,305.68
3.859,-233.82,-62.23,186.65,305.58
3.869,-233.78,-62.30,186.59,305.53
3.879,-233.80,-62.26,186.60,305.54
3.889,-233.82,-62.22,186.64,305.58
3.899,-233.93,-62.16,186.50,305.57
3.909,-233.95,-62.22,186.43,305.55
3.919,-233.84,-62.20,186.40,305.44
3.929,-233.78,-62.32,186.38,305.41
3.939,-233.74,-62.38,186.35,305.37
3.949,-233.68,-62.45,186.38,305.36
3.959,-233.64,-62.54,186.41,305.36
3.969,-233.60,-62.61,186.42,305.36
3.979,-233.66,-62.58,186.35,305.35
3.989,-233.67,-62.59,186.31,305.34
3.999,-233.61,-62.62,186.29,305.28
4.009,-233.57,-62.67,186.33,305.29
4.019,-233.60,-62.67,186.35,305.33
4.029,-233.62,-62.57,186.38,305.34
4.039,-233.63,-62.58,186.31,305.31
4.049,-233.58,-62.61,186.23,305.22
4.059,-233.57,-62.63,186.16,305.17
4.069,-233.49,-62.63,186.15,305.11
4.079,-233.54,-62.65,186.08,305.11
4.089,-233.49,-62.75,186.06,305.08
4.099,-233.40,-62.86,186.08,305.04
4.109,-233.49,-62.86,185.97,305.05
4.119,-233.46,-62.85,186.02,305.05
4.129,-233.58,-62.81,185.91,305.07
4.139,-233.55,-62.72,185.89,305.01
4.149,-233.52,-62.71,185.87,304.98
4.159,-233.54,-62.69,185.86,304.98
4.169,-233.52,-62.77,185.90,305.01
4.179,-233.51,-62.83,185.84,304.98
4.189,-233.68,-63.30,185.85,305.21
4.199,-233.66,-63.32,185.74,305.14
4.209,-233.58,-63.33,185.73,305.07
4.219,-233.61,-63.37,185.66,305.05
4.229,-233.57,-63.41,185.66,305.03
4.239,-233.59,-63.43,185.67,305.06
4.249,-233.67,-63.44,185.61,305.08
4.259,-233.64,-63.41,185.65,305.08
4.269,-233.66,-63.42,185.59,305.06
4.279,-233.62,-63.48,185.62,305.06
4.289,-233.69,-63.50,185.52,305.06
4.299,-233.69,-63.42,185.48,305.02
4.309,-233.68,-63.40,185.43,304.97
4.319,-233.71,-63.37,185.44,305.00
4.329,-233.71,-63.41,185.42,304.99
4.339,-233.76,-63.38,185.22,304.91
4.349,-233.75,-63.45,185.28,304.95
4.359,-233.78,-63.47,185.22,304.93
4.369,-233.79,-63.49,185.28,304.99
4.379,-233.75,-63.49,185.29,304.96
4.389,-233.72,-63.50,185.24,304.91
4.399,-233.67,-63.61,185.26,304.91
4.409,-233.71,-63.57,185.07,304.81
4.419,-233.68,-63.53,185.07,304.78
4.429,-233.61,-63.58,185.01,304.71
4.439,-233.67,-63.58,185.04,304.77
4.449,-233.62,-63.62,185.01,304.72
4.459,-233.60,-63.68,185.03,304.74
4.469,-233.66,-63.62,185.00,304.74
4.479,-233.64,-63.59,185.01,304.73
4.489,-233.68,-63.63,185.03,304.78
4.499,-233.67,-63.64,184.95,304.73
4.509,-233.65,-63.65,184.90,304.68
4.519,-233.67,-63.69,184.78,304.64
4.529,-233.68,-63.74,184.84,304.69
4.539,-233.68,-63.72,184.93,304.73
4.549,-233.70,-63.75,185.00,304.80
4.559,-233.71,-63.74,185.00,304.81
4.569,-233.67,-63.80,185.03,304.81
4.579,-233.51,-63.25,184.81,304.44
4.589,-233.53,-63.26,184.90,304.51
4.599,-233.50,-63.25,184.85,304.45
4.609,-233.51,-63.31,184.75,304.42
4.619,-233.50,-63.31,184.85,304.47
4.629,-233.51,-63.24,184.81,304.44
4.639,-233.45,-63.29,184.78,304.38
4.649,-233.47,-63.31,184.66,304.33
4.659,-233.42,-63.31,184.72,304.33
4.669,-233.48,-63.32,184.67,304.34
4.679,-233.49,-63.35,184.68,304.37
4.689,-233.50,-63.32,184.74,304.41
4.699,-233.51,-63.28,184.71,304.39
4.709,-233.43,-63.21,184.75,304.33
4.719,-233.37,-63.25,184.80,304.32
4.729,-233.33,-63.28,184.80,304.30
4.739,-233.25,-63.39,184.78,304.25
4.749,-233.30,-63.43,184.77,304.29
4.759,-233.30,-63.46,184.72,304.26
4.769,-233.28,-63.44,184.66,304.21
4.779,-233.27,-63.44,184.59,304.16
4.789,-233.27,-63.45,184.50,304.11
4.799,-233.30,-63.43,184.56,304.16
4.809,-233.27,-63.46,184.51,304.11
4.819,-233.23,-63.46,184.47,304.07
4.829,-233.27,-63.35,184.43,304.05
4.839,-233.34,-63.32,184.49,304.13
4.849,-233.38,-63.26,184.43,304.11
4.859,-233.49,-63.25,184.33,304.13
4.869,-233.44,-63.30,184.30,304.09
4.879,-233.52,-63.29,184.13,304.04
4.889,-233.43,-63.28,184.29,304.07
4.899,-233.46,-63.33,184.29,304.10
4.909,-233.43,-63.34,184.19,304.02
4.919,-233.36,-63.40,184.26,304.02
4.929,-233.40,-63.40,184.14,303.98
4.939,-233.39,-63.47,184.03,303.92
4.949,-233.30,-63.54,183.99,303.84
4.959,-233.27,-63.56,183.92,303.78
4.969,-233.31,-63.59,183.84,303.76
4.979,-233.48,-63.13,183.61,303.66
4.989,-233.48,-63.14,183.56,303.64
4.999,-233.45,-63.17,183.61,303.65
5.009,-233.48,-63.24,183.60,303.67
5.019,-233.46,-63.33,183.49,303.62
5.029,-233.39,-63.33,183.41,303.51
5.039,-233.40,-63.35,183.42,303.53
5.049,-233.38,-63.39,183.55,303.60
5.059,-233.35,-63.43,183.55,303.59
5.069,-233.30,-63.49,183.59,303.59
5.079,-233.28,-63.55,183.51,303.53
5.089,-233.34,-63.51,183.42,303.52
5.099,-233.28,-63.55,183.48,303.52
5.109,-233.27,-63.55,183.40,303.46
5.119,-233.25,-63.54,183.41,303.45
5.129,-233.29,-63.49,183.34,303.43
5.139,-233.39,-63.50,183.34,303.51
5.149,-233.33,-63.44,183.39,303.48
5.159,-233.31,-63.42,183.37,303.45
5.169,-233.26,-63.45,183.43,303.45
5.179,-233.24,-63.41,183.33,303.36
5.189,-233.24,-63.40,183.28,303.34
5.199,-233.22,-63.44,183.24,303.31
5.209,-233.17,-63.50,183.16,303.23
5.219,-233.13,-63.56,183.19,303.23
5.229,-233.05,-63.65,183.06,303.10
5.239,-233.02,-63.68,183.02,303.07
5.249,-233.09,-63.67,182.96,303.08
5.259,-233.12,-63.69,182.94,303.10
5.269,-233.11,-63.65,182.93,303.08
5.279,-233.13,-63.65,182.92,303.08
5.289,-233.19,-63.66,182.86,303.10
5.299,-233.17,-63.65,182.79,303.04
5.309,-233.20,-63.72,182.74,303.05
5.319,-233.15,-63.77,182.69,302.99
5.329,-233.13,-63.81,182.65,302.95
5.339,-233.19,-63.78,182.52,302.92
5.349,-233.14,-63.81,182.63,302.95
5.359,-233.07,-63.89,182.52,302.84
5.368,-233.17,-62.37,181.57,302.04
5.379,-233.16,-62.37,181.54,302.01
5.389,-233.09,-62.51,181.55,302.00
5.399,-233.21,-62.54,181.45,302.03
5.409,-233.21,-62.53,181.55,302.09
5.419,-233.15,-62.51,181.55,302.04
5.429,-233.08,-62.59,181.50,301.97
5.439,-233.06,-62.65,181.46,301.94
5.449,-233.01,-62.70,181.45,301.91
5.459,-232.94,-62.72,181.51,301.90
5.469,-232.90,-62.73,181.48,301.85
5.479,-232.92,-62.75,181.52,301.89
5.489,-232.94,-62.75,181.46,301.87
5.499,-232.97,-62.77,181.36,301.83
5.509,-232.99,-62.74,181.31,301.82
5.519,-233.03,-62.75,181.24,301.81
5.528,-232.99,-62.72,181.12,301.70
5.538,-233.00,-62.71,181.08,301.68
5.548,-233.00,-62.80,181.01,301.66
5.558,-232.99,-62.85,181.01,301.66
5.568,-232.99,-62.86,181.07,301.69
5.578,-232.99,-62.91,181.01,301.67
5.589,-232.97,-62.91,180.97,301.63
5.599,-232.94,-62.92,180.94,301.60
5.609,-232.97,-62.90,180.83,301.55
5.618,-233.00,-62.90,180.78,301.54
5.628,-233.02,-62.88,180.64,301.47
5.638,-232.96,-62.91,180.68,301.45
5.649,-232.97,-62.92,180.63,301.43
5.658,-232.99,-62.98,180.57,301.42
5.669,-232.97,-63.04,180.51,301.39
5.679,-232.94,-63.02,180.34,301.25
5.688,-232.86,-63.05,180.31,301.19
5.698,-232.84,-63.06,180.34,301.19
5.709,-232.87,-63.09,180.32,301.21
5.718,-232.91,-63.11,180.32,301.24
5.728,-232.96,-63.16,180.39,301.33
5.739,-232.93,-63.14,180.44,301.33
5.749,-232.86,-63.22,180.46,301.31
5.758,-232.82,-63.21,180.49,301.29
5.769,-232.87,-62.46,179.99,300.87
5.778,-232.89,-62.54,179.99,300.91
5.788,-232.89,-62.64,180.04,300.96
5.798,-232.86,-62.66,180.07,300.96
5.809,-232.89,-62.63,179.96,300.91
5.818,-232.87,-62.61,179.85,300.83
5.828,-232.91,-62.56,179.71,300.76
5.838,-232.95,-62.55,179.58,300.71
5.848,-232.94,-62.55,179.61,300.72
5.858,-232.94,-62.56,179.50,300.66
5.869,-232.92,-62.59,179.44,300.61
5.878,-232.97,-62.64,179.31,300.59
5.888,-232.88,-62.67,179.29,300.51
5.898,-232.84,-62.75,179.22,300.45
5.908,-232.82,-62.73,179.11,300.37
5.918,-232.83,-62.83,179.16,300.43
5.928,-232.88,-62.83,179.14,300.45
5.938,-232.90,-62.88,179.09,300.45
5.948,-232.91,-62.91,179.14,300.49
5.958,-232.89,-62.92,179.13,300.48
5.968,-232.96,-62.98,179.07,300.51
5.978,-232.95,-63.03,179.06,300.50
5.988,-233.02,-62.98,179.01,300.51
5.998,-233.00,-62.97,178.92,300.45
6.008,-233.05,-62.95,178.91,300.47
6.018,-233.04,-63.04,178.87,300.46
6.028,-232.99,-63.06,178.86,300.42
6.038,-232.97,-63.10,178.81,300.38
6.048,-232.96,-63.13,178.77,300.36
6.058,-232.97,-63.14,178.69,300.32
6.068,-232.90,-63.20,178.60,300.23
6.078,-232.87,-63.22,178.65,300.23
6.088,-232.93,-63.26,178.53,300.22
6.098,-232.90,-63.23,178.47,300.16
6.108,-232.97,-63.26,178.32,300.13
6.118,-232.98,-63.31,178.24,300.10
6.128,-232.95,-63.39,178.22,300.07
6.138,-232.96,-63.46,178.04,299.99
6.148,-232.93,-63.49,178.05,299.98
6.158,-234.57,-62.00,177.74,300.76
6.168,-234.51,-62.10,177.66,300.69
6.178,-234.53,-62.12,177.56,300.65
6.188,-234.26,-62.29,177.41,300.38
6.198,-234.21,-62.38,177.32,300.31
6.208,-234.16,-62.47,177.23,300.24
6.218,-234.22,-62.52,177.01,300.17
6.228,-234.19,-62.58,177.02,300.16
6.238,-234.18,-62.69,176.90,300.11
6.248,-234.11,-62.83,176.97,300.12
6.258,-234.08,-62.84,176.90,300.05
6.268,-234.14,-62.89,176.79,300.05
6.278,-234.10,-63.01,176.81,300.06
6.288,-234.09,-63.08,176.63,299.96
6.298,-234.06,-63.17,176.65,299.96
6.308,-234.12,-63.20,176.56,299.97
6.318,-234.16,-63.21,176.59,300.02
6.328,-234.16,-63.14,176.55,299.98
