time,Bx,By,Bz,Btotal
2.929,-149.49,-171.45,40.75,231.09
2.939,-149.46,-171.45,40.75,231.07
2.949,-149.41,-171.48,40.71,231.06
2.959,-149.39,-171.49,40.72,231.05
2.969,-149.35,-171.51,40.65,231.02
2.979,-149.41,-171.52,40.58,231.06
2.989,-149.40,-171.52,40.51,231.04
2.999,-149.44,-171.54,40.55,231.09
3.009,-149.35,-171.49,40.63,231.01
3.019,-149.39,-171.53,40.58,231.05
3.029,-149.39,-171.47,40.56,231.01
3.039,-149.40,-171.49,40.54,231.03
3.049,-149.06,-170.53,40.16,230.03
3.059,-149.05,-170.52,40.16,230.01
3.069,-149.05,-170.45,39.98,229.93
3.079,-149.06,-170.52,39.98,229.98
3.089,-149.07,-170.46,39.94,229.94
3.099,-149.05,-170.38,39.93,229.87
3.109,-149.07,-170.39,39.90,229.88
3.119,-149.05,-170.40,39.82,229.86
3.129,-149.03,-170.43,39.86,229.88
3.139,-149.00,-170.42,39.80,229.84
3.149,-148.96,-170.45,39.78,229.84
3.159,-148.95,-170.43,39.84,229.83
3.169,-148.93,-170.47,39.81,229.84
3.179,-148.96,-170.52,39.74,229.88
3.189,-149.05,-170.51,39.67,229.92
3.199,-149.04,-170.55,39.53,229.92
3.209,-149.01,-170.55,39.51,229.90
3.219,-149.05,-170.55,39.58,229.93
3.229,-149.06,-170.58,39.61,229.96
3.239,-149.06,-170.57,39.59,229.96
3.249,-149.08,-170.55,39.63,229.97
3.259,-149.09,-170.58,39.55,229.98
3.269,-149.16,-170.59,39.51,230.02
3.279,-149.10,-170.57,39.58,229.99
3.289,-149.15,-170.59,39.47,230.01
3.299,-149.09,-170.63,39.55,230.02
3.309,-149.07,-170.62,39.60,230.00
3.319,-149.01,-170.58,39.60,229.93
3.329,-148.98,-170.60,39.68,229.94
3.339,-148.99,-170.58,39.54,229.91
3.349,-149.01,-170.59,39.50,229.92
3.359,-148.99,-170.58,39.46,229.90
3.369,-149.02,-170.62,39.47,229.94
3.379,-149.01,-170.60,39.47,229.92
3.389,-149.02,-170.64,39.47,229.97
3.399,-149.00,-170.71,39.46,230.00
3.409,-148.94,-170.73,39.47,229.98
3.419,-148.90,-170.74,39.39,229.94
3.429,-148.79,-170.73,39.46,229.88
3.439,-148.89,-172.04,39.38,230.91
3.449,-148.93,-172.07,39.36,230.95
3.459,-149.01,-172.05,39.33,230.98
3.469,-149.05,-172.04,39.27,230.98
3.479,-149.04,-172.07,39.16,230.99
3.489,-149.01,-172.05,39.11,230.94
3.499,-149.01,-172.07,39.00,230.94
3.509,-148.99,-172.10,38.99,230.95
3.519,-148.99,-172.11,38.92,230.95
3.529,-148.95,-172.14,38.97,230.95
3.539,-148.92,-172.16,38.93,230.93
3.549,-148.92,-172.14,38.86,230.91
3.559,-148.82,-172.15,38.85,230.85
3.569,-148.93,-172.12,38.69,230.88
3.579,-149.00,-172.07,38.69,230.88
3.589,-148.95,-172.09,38.58,230.85
3.599,-148.89,-172.15,38.57,230.85
3.609,-148.97,-172.10,38.56,230.86
3.619,-148.94,-172.11,38.43,230.83
3.629,-148.90,-172.17,38.36,230.84
3.639,-148.96,-172.13,38.20,230.82
3.649,-149.00,-172.16,38.22,230.87
3.659,-148.96,-172.17,38.17,230.84
3.669,-148.92,-172.15,38.16,230.81
3.679,-148.87,-172.23,38.15,230.83
3.689,-148.90,-172.29,38.09,230.88
3.699,-148.91,-172.23,38.00,230.83
3.709,-148.85,-172.31,37.96,230.84
3.719,-148.76,-172.30,37.92,230.77
3.729,-148.73,-172.31,37.93,230.76
3.739,-148.78,-172.29,37.84,230.76
3.749,-148.78,-172.25,37.84,230.73
3.759,-148.75,-172.27,37.88,230.74
3.769,-148.75,-172.42,37.86,230.85
3.779,-148.75,-172.43,37.81,230.84
3.789,-148.68,-172.50,37.84,230.86
3.799,-148.75,-172.51,37.68,230.88
3.809,-148.70,-172.51,37.71,230.86
3.819,-148.74,-172.54,37.60,230.88
3.829,-148.68,-172.55,37.67,230.86
3.839,-149.06,-178.41,37.67,235.52
3.849,-149.12,-178.35,37.59,235.50
3.859,-149.08,-178.37,37.69,235.50
3.869,-149.03,-178.45,37.73,235.54
3.879,-149.02,-178.45,37.73,235.53
3.889,-149.00,-178.40,37.71,235.47
3.899,-148.99,-178.42,37.73,235.49
3.909,-149.04,-178.38,37.66,235.47
3.919,-149.09,-178.39,37.65,235.52
3.929,-149.13,-178.35,37.62,235.51
3.939,-149.16,-178.26,37.63,235.46
3.949,-149.21,-178.29,37.64,235.52
3.959,-149.25,-178.28,37.53,235.52
3.969,-149.22,-178.28,37.40,235.48
3.979,-149.24,-178.31,37.34,235.50
3.989,-149.31,-178.34,37.31,235.56
3.999,-149.30,-178.28,37.33,235.51
4.009,-149.20,-178.28,37.35,235.46
4.019,-149.16,-178.26,37.31,235.41
4.029,-149.19,-178.22,37.25,235.39
4.039,-149.22,-178.28,37.26,235.46
4.049,-149.17,-178.38,37.28,235.51
4.059,-149.23,-178.42,37.26,235.56
4.069,-149.19,-178.44,37.25,235.55
4.079,-149.10,-178.44,37.25,235.50
4.089,-149.08,-178.38,37.17,235.43
4.099,-149.07,-178.38,37.20,235.43
4.109,-149.11,-178.37,37.13,235.43
4.119,-149.10,-178.41,37.23,235.47
4.129,-149.07,-178.48,37.16,235.50
4.139,-148.96,-178.54,37.17,235.47
4.149,-148.89,-178.61,37.21,235.48
4.159,-148.90,-178.57,37.14,235.45
4.169,-148.93,-178.56,37.14,235.47
4.179,-148.95,-178.66,37.03,235.53
4.188,-148.88,-178.64,37.05,235.48
4.199,-148.92,-178.66,36.98,235.51
4.209,-148.93,-178.71,36.99,235.55
4.219,-149.01,-178.65,36.95,235.56
4.229,-148.86,-178.57,36.78,235.37
4.239,-148.84,-178.59,36.77,235.37
4.249,-148.80,-178.63,36.71,235.37
4.259,-148.69,-178.67,36.79,235.34
4.269,-148.74,-178.68,36.71,235.37
4.279,-148.70,-178.70,36.70,235.36
4.289,-148.72,-178.73,36.66,235.39
4.299,-148.76,-178.70,36.64,235.39
4.309,-148.69,-178.65,36.68,235.31
4.319,-148.72,-178.67,36.56,235.32
4.329,-148.72,-178.64,36.68,235.32
4.339,-148.76,-178.71,36.56,235.38
4.349,-148.63,-178.82,36.55,235.38
4.359,-148.59,-178.87,36.49,235.38
4.369,-148.54,-178.94,36.41,235.39
4.379,-148.47,-179.01,36.41,235.40
4.389,-148.47,-178.95,36.37,235.35
4.399,-148.38,-179.00,36.29,235.32
4.409,-148.37,-179.05,36.29,235.35
4.419,-148.46,-179.05,36.32,235.41
4.429,-148.52,-179.08,36.29,235.47
4.439,-148.56,-179.06,36.29,235.47
4.449,-148.57,-179.06,36.24,235.47
4.459,-148.55,-179.08,36.22,235.48
4.469,-148.61,-179.07,36.15,235.50
4.479,-148.62,-179.02,36.09,235.46
4.489,-148.60,-179.05,36.09,235.46
4.499,-148.54,-179.09,36.08,235.45
4.509,-148.51,-179.12,36.12,235.47
4.518,-148.45,-179.13,36.06,235.43
4.529,-148.49,-179.17,35.95,235.46
4.539,-148.41,-179.22,35.93,235.45
4.548,-148.43,-179.14,35.79,235.38
4.558,-148.39,-179.18,35.94,235.40
4.569,-148.47,-179.18,35.87,235.45
4.579,-148.44,-179.20,35.84,235.45
4.589,-148.39,-179.14,35.79,235.35
4.598,-148.38,-179.12,35.66,235.31
4.609,-148.40,-179.15,35.70,235.36
4.618,-148.44,-179.17,35.63,235.39
4.629,-148.57,-178.23,35.68,234.76
4.638,-148.57,-178.23,35.61,234.75
4.648,-148.54,-178.21,35.56,234.70
4.659,-148.50,-178.24,35.60,234.72
4.669,-148.49,-178.28,35.53,234.72
4.679,-148.56,-178.35,35.44,234.81
4.689,-148.58,-178.36,35.36,234.82
4.699,-148.54,-178.33,35.31,234.76
4.709,-148.49,-178.32,35.30,234.72
4.719,-148.42,-178.34,35.29,234.69
4.729,-148.48,-178.33,35.29,234.72
4.738,-148.47,-178.39,35.31,234.76
4.749,-148.51,-178.42,35.24,234.80
4.758,-148.46,-178.47,35.29,234.81
4.768,-148.45,-178.50,35.29,234.83
4.778,-148.43,-178.50,35.21,234.81
4.788,-148.35,-178.51,35.16,234.76
4.798,-148.37,-178.56,35.10,234.79
4.808,-148.34,-178.54,35.13,234.76
4.818,-148.33,-178.53,35.08,234.75
4.828,-148.31,-178.53,35.12,234.74
4.839,-148.19,-178.63,35.23,234.75
4.849,-148.20,-178.68,35.17,234.79
4.858,-148.23,-178.70,35.18,234.83
4.869,-148.27,-178.70,35.04,234.82
4.878,-148.30,-178.67,35.02,234.82
4.888,-148.29,-178.76,35.01,234.88
4.898,-148.27,-178.77,34.99,234.88
4.908,-148.27,-178.74,34.96,234.85
4.918,-148.27,-178.77,34.94,234.87
4.928,-148.24,-178.81,34.96,234.88
4.938,-148.27,-178.85,34.93,234.93
4.948,-148.21,-178.84,34.89,234.88
4.958,-148.16,-178.88,34.88,234.88
4.968,-148.12,-178.94,34.80,234.88
4.978,-148.17,-178.90,34.75,234.87
4.988,-148.21,-178.91,34.67,234.89
4.998,-148.14,-178.91,34.64,234.85
5.008,-148.05,-178.96,34.72,234.84
5.018,-148.09,-177.89,34.56,234.03
5.028,-148.06,-177.91,34.58,234.03
5.038,-148.05,-177.92,34.56,234.03
5.048,-148.02,-177.94,34.44,234.01
5.058,-148.01,-178.03,34.52,234.08
5.068,-148.13,-177.95,34.36,234.07
5.078,-148.16,-177.95,34.32,234.08
5.088,-148.13,-177.89,34.23,234.01
5.098,-148.07,-177.87,34.31,233.97
5.108,-147.99,-177.88,34.36,233.93
5.118,-148.01,-177.90,34.35,233.96
5.128,-147.92,-177.97,34.43,233.96
5.138,-147.95,-177.99,34.18,233.96
5.148,-148.02,-178.01,34.01,234.00
5.158,-148.05,-177.99,33.99,234.00
5.168,-148.09,-178.00,33.97,234.02
5.178,-148.08,-178.00,33.93,234.01
5.188,-148.03,-178.09,33.91,234.05
5.198,-148.06,-178.15,33.80,234.10
5.208,-148.12,-178.18,33.66,234.14
5.218,-148.11,-178.15,33.56,234.09
5.228,-148.04,-178.19,33.53,234.07
5.238,-148.01,-178.24,33.46,234.08
5.248,-148.01,-178.29,33.45,234.12
5.258,-148.03,-178.30,33.42,234.13
5.268,-148.03,-178.36,33.39,234.18
5.278,-147.95,-178.43,33.30,234.17
5.288,-147.97,-178.45,33.28,234.19
5.298,-148.01,-178.43,33.14,234.19
5.308,-147.93,-178.51,33.23,234.21
5.318,-147.91,-178.56,33.22,234.23
5.328,-147.86,-178.63,33.18,234.25
5.338,-147.84,-178.67,33.20,234.27
5.348,-147.92,-178.65,33.06,234.28
5.358,-147.89,-178.70,33.05,234.30
5.368,-147.91,-178.67,32.93,234.28
5.378,-147.92,-178.65,32.82,234.25
5.388,-147.92,-178.72,32.80,234.31
5.398,-147.93,-178.65,32.81,234.26
5.408,-147.94,-178.70,32.82,234.30
5.418,-148.27,-174.93,32.58,231.62
5.428,-148.23,-174.97,32.57,231.62
5.438,-148.21,-174.99,32.48,231.61
5.448,-148.20,-175.02,32.46,231.63
5.458,-148.18,-174.99,32.48,231.59
5.468,-148.21,-175.02,32.37,231.61
5.478,-148.23,-175.07,32.26,231.65
5.488,-148.19,-175.14,32.29,231.68
5.498,-148.13,-175.18,32.31,231.68
5.508,-148.05,-175.25,32.31,231.68
5.518,-147.98,-175.35,32.25,231.71
5.528,-147.99,-175.33,32.14,231.68
5.538,-147.98,-175.37,32.12,231.69
5.548,-148.05,-175.35,32.11,231.72
5.558,-148.05,-175.38,32.09,231.75
5.568,-148.07,-175.34,32.03,231.72
5.578,-148.05,-175.36,32.00,231.72
5.588,-148.07,-175.38,32.03,231.76
5.598,-148.12,-175.34,31.91,231.74
5.608,-148.09,-175.37,31.95,231.75
5.618,-148.12,-175.36,31.85,231.74
5.628,-148.15,-175.41,31.93,231.81
5.638,-148.16,-175.46,31.91,231.85
5.648,-148.15,-175.50,31.73,231.85
5.658,-148.07,-175.54,31.75,231.83
5.668,-148.13,-175.52,31.67,231.85
5.678,-148.16,-175.53,31.71,231.88
5.688,-148.14,-175.58,31.78,231.91
5.698,-148.22,-175.59,31.82,231.98
5.708,-148.17,-175.65,31.79,231.98
5.718,-148.09,-175.72,31.64,231.97
5.728,-148.13,-175.72,31.58,231.99
5.738,-148.07,-175.77,31.46,231.97
5.748,-148.06,-175.78,31.36,231.95
5.758,-148.03,-175.82,31.31,231.96
5.768,-148.04,-175.85,31.28,231.99
5.778,-148.01,-175.80,31.33,231.93
5.788,-148.03,-175.77,31.26,231.92
5.798,-148.08,-175.78,31.22,231.95
5.808,-148.10,-173.98,31.17,230.60
5.818,-148.14,-173.98,31.15,230.62
5.828,-148.07,-173.98,31.21,230.58
5.838,-148.10,-173.98,31.17,230.59
5.848,-148.20,-173.93,31.11,230.61
5.858,-148.16,-173.93,31.12,230.59
5.868,-148.15,-173.96,31.07,230.60
5.878,-148.15,-173.94,31.03,230.58
5.888,-148.12,-174.01,31.02,230.61
5.898,-148.20,-173.96,30.92,230.61
5.908,-148.20,-173.96,30.82,230.59
5.918,-148.15,-174.00,30.73,230.58
5.928,-148.12,-174.09,30.71,230.63
5.938,-148.10,-174.19,30.70,230.69
5.948,-148.06,-174.25,30.66,230.71
5.958,-148.09,-174.28,30.66,230.75
5.968,-148.05,-174.36,30.63,230.77
5.978,-147.93,-174.37,30.63,230.71
5.988,-147.92,-174.37,30.64,230.71
5.998,-147.95,-174.38,30.58,230.72
6.008,-147.95,-174.41,30.55,230.74
6.018,-148.00,-174.52,30.49,230.85
6.028,-148.01,-174.58,30.50,230.90
6.038,-147.95,-174.60,30.54,230.88
6.048,-148.00,-174.56,30.47,230.88
6.058,-148.00,-174.55,30.56,230.88
6.068,-148.06,-174.55,30.53,230.92
6.078,-148.04,-174.58,30.56,230.92
6.088,-147.98,-174.64,30.48,230.92
6.098,-147.94,-174.67,30.39,230.91
6.108,-147.90,-174.67,30.43,230.89
6.118,-147.89,-174.73,30.32,230.92
6.128,-147.85,-174.71,30.41,230.88
6.138,-147.94,-174.75,30.27,230.96
6.148,-147.83,-174.82,30.23,230.93
6.158,-147.86,-174.86,30.03,230.96
6.168,-147.86,-174.86,29.98,230.95
6.178,-147.93,-174.79,30.01,230.94
6.188,-147.98,-174.81,30.02,230.99
6.198,-147.96,-174.77,30.10,230.96
6.208,-147.93,-173.65,29.95,230.07
6.218,-147.82,-173.70,30.07,230.06
6.228,-147.86,-173.68,30.06,230.07
6.238,-147.82,-173.69,30.05,230.05
6.248,-147.81,-173.77,30.00,230.09
6.258,-147.76,-173.80,29.78,230.06
6.268,-147.73,-173.82,29.77,230.05
6.278,-147.80,-173.91,29.66,230.15
6.288,-147.76,-173.94,29.76,230.16
6.298,-147.78,-173.96,29.71,230.18
6.308,-147.75,-174.06,29.69,230.24
6.318,-147.79,-174.09,29.56,230.27
6.328,-147.87,-174.11,29.46,230.32
